"","location","year","gdp"
"1954","India","2033","19787735453548.5"
"2054","India","2034","21038904074951.4"
"2154","India","2035","22369183462862.1"
"2254","India","2036","23783575751501.7"
"2354","India","2037","25287399357537.5"
"2454","India","2038","26886308978464.4"
"2554","India","2039","28586316855473.2"
"2654","India","2040","30393815380759.8"
"2759","India","2041","32315601134283.3"
"2857","India","2042","34358900440356.1"
"2956","India","2043","36531396540164.8"
"3056","India","2044","38841258482395.5"
"3157","India","2045","41297171840599.4"
"3257","India","2046","43908371372801.4"
"3355","India","2047","46684675746160.3"
"3456","India","2048","49636524457251.3"
"3555","India","2049","52775017086799.5"
"3654","India","2050","56111955036471"
"1184","Ireland","2019","4.29e+11"
"14521","Ireland","2020","4.58e+11"
"755","Ireland","2021","527272500000"
"8100","Ireland","2022","577010114925"
"956","Ireland","2023","588579167729.246"
"1055","Ireland","2024","608290684056.498"
"1169","Ireland","2025","627524835486.365"
"1255","Ireland","2026","644286023842.206"
"1373","Ireland","2027","661449803517.362"
"1455","Ireland","2028","702072625442.662"
"1555","Ireland","2029","745190290744.435"
"1655","Ireland","2030","790956019784.491"
"1755","Ireland","2031","839532442925.882"
"1855","Ireland","2032","891092178446.455"
"1955","Ireland","2033","945818445944.859"
"2055","Ireland","2034","1003905717418.78"
"2155","Ireland","2035","1065560408329.01"
"2255","Ireland","2036","1131001611105.12"
"2355","Ireland","2037","1200461873699.25"
"2455","Ireland","2038","1274188025954.61"
"2555","Ireland","2039","1352442056725.28"
"2655","Ireland","2040","1435502044864.19"
"2760","Ireland","2041","1523663147387.51"
"2858","Ireland","2042","1617238648327"
"2957","Ireland","2043","1716561071997.47"
"3057","Ireland","2044","1821983364635.32"
"3158","Ireland","2045","1933880148607.22"
"3258","Ireland","2046","2052649053645.8"
"3356","Ireland","2047","2178712129842.94"
"3457","Ireland","2048","2312517347421.75"
"3556","Ireland","2049","2454540188616.86"
"3655","Ireland","2050","2605285337319.68"
"1185","Iran (Islamic Republic of)","2019","1.22e+12"
"14531","Iran (Islamic Republic of)","2020","1.26e+12"
"756","Iran (Islamic Republic of)","2021","1.319472e+12"
"8101","Iran (Islamic Republic of)","2022","1369308457440"
"957","Iran (Islamic Republic of)","2023","1410059077133.41"
"1056","Iran (Islamic Republic of)","2024","1445141346972.49"
"1171","Iran (Islamic Republic of)","2025","1474044173911.94"
"1256","Iran (Islamic Republic of)","2026","1503510316948.44"
"1375","Iran (Islamic Republic of)","2027","1533535417977.9"
"1456","Iran (Islamic Republic of)","2028","1556357304549.99"
"1556","Iran (Islamic Republic of)","2029","1579518823647.42"
"1656","Iran (Islamic Republic of)","2030","1603025029639.91"
"1756","Iran (Islamic Republic of)","2031","1626881052115.68"
"1856","Iran (Islamic Republic of)","2032","1651092097000.86"
"1956","Iran (Islamic Republic of)","2033","1675663447695.53"
"2056","Iran (Islamic Republic of)","2034","1700600466226.69"
"2156","Iran (Islamic Republic of)","2035","1725908594418.37"
"2256","Iran (Islamic Republic of)","2036","1751593355079.17"
"2356","Iran (Islamic Republic of)","2037","1777660353207.43"
"2456","Iran (Islamic Republic of)","2038","1804115277214.4"
"2556","Iran (Islamic Republic of)","2039","1830963900165.58"
"2656","Iran (Islamic Republic of)","2040","1858212081040.51"
"2761","Iran (Islamic Republic of)","2041","1885865766011.36"
"2859","Iran (Islamic Republic of)","2042","1913930989740.5"
"2958","Iran (Islamic Republic of)","2043","1942413876697.4"
"3058","Iran (Islamic Republic of)","2044","1971320642495.15"
"3159","Iran (Islamic Republic of)","2045","2000657595246.83"
"3259","Iran (Islamic Republic of)","2046","2030431136942.09"
"3357","Iran (Islamic Republic of)","2047","2060647764844.2"
"3458","Iran (Islamic Republic of)","2048","2091314072907.9"
"3557","Iran (Islamic Republic of)","2049","2122436753218.38"
"3656","Iran (Islamic Republic of)","2050","2154022597451.61"
"1186","Iraq","2019","4.28e+11"
"14541","Iraq","2020","3.77e+11"
"757","Iraq","2021","382956600000"
"8102","Iraq","2022","409698459378"
"958","Iraq","2023","398476818575.637"
"1057","Iraq","2024","410196021809.946"
"1175","Iraq","2025","426780246971.722"
"1257","Iraq","2026","442161407072.583"
"1377","Iraq","2027","456575868943.149"
"1457","Iraq","2028","478765757535.531"
"1557","Iraq","2029","502034089359.883"
"1657","Iraq","2030","526433277469.102"
"1757","Iraq","2031","552018282225.051"
"1857","Iraq","2032","578846735099.457"
"1957","Iraq","2033","606979068491.611"
"2057","Iraq","2034","636478651855.299"
"2157","Iraq","2035","667411934441.588"
"2257","Iraq","2036","699848594979.005"
"2357","Iraq","2037","733861698628.276"
"2457","Iraq","2038","769527861565.164"
"2557","Iraq","2039","806927423562.146"
"2657","Iraq","2040","846144628957.667"
"2762","Iraq","2041","887267816420.627"
"2860","Iraq","2042","930389617937.543"
"2959","Iraq","2043","975607167470.617"
"3059","Iraq","2044","1023022319756.73"
"3160","Iraq","2045","1072741879740.2"
"3260","Iraq","2046","1124877843156.13"
"3358","Iraq","2047","1179547648806.29"
"3459","Iraq","2048","1236874443095.71"
"3558","Iraq","2049","1296987357426"
"3657","Iraq","2050","1360021799070.12"
"1187","Iceland","2019","20413383622"
"14551","Iceland","2020","18940421107"
"758","Iceland","2021","19794255290.5036"
"8103","Iceland","2022","21226963488.4302"
"959","Iceland","2023","21935094990.4042"
"1058","Iceland","2024","22315230186.5879"
"1176","Iceland","2025","22796123397.1089"
"1258","Iceland","2026","23347789583.3189"
"1379","Iceland","2027","23885489177.4227"
"1458","Iceland","2028","24912523845.7707"
"1558","Iceland","2029","25983719226.1792"
"1658","Iceland","2030","27100974152.7868"
"1758","Iceland","2031","28266269106.3113"
"1858","Iceland","2032","29481669724.7117"
"1958","Iceland","2033","30749330464.8018"
"2058","Iceland","2034","32071498421.3071"
"2158","Iceland","2035","33450517310.1346"
"2258","Iceland","2036","34888831622.9165"
"2358","Iceland","2037","36388990960.1915"
"2458","Iceland","2038","37953654550.906"
"2558","Iceland","2039","39585595966.2457"
"2658","Iceland","2040","41287708036.1539"
"2763","Iceland","2041","43063007977.2513"
"2862","Iceland","2042","44914642741.2481"
"2960","Iceland","2043","46845894593.3278"
"3060","Iceland","2044","48860186930.3925"
"3161","Iceland","2045","50961090349.4822"
"3261","Iceland","2046","53152328977.1259"
"3359","Iceland","2047","55437787070.8436"
"3460","Iceland","2048","57821515904.5017"
"3559","Iceland","2049","60307740949.7267"
"3658","Iceland","2050","62900869366.1071"
"1188","Israel","2019","3.73e+11"
"14561","Israel","2020","3.66e+11"
"759","Israel","2021","400199040000"
"8104","Israel","2022","426091917888"
"960","Israel","2023","439458421352.147"
"1059","Israel","2024","452800379024.398"
"1177","Israel","2025","467788071570.106"
"1259","Israel","2026","484782812210.248"
"1387","Israel","2027","502821580652.591"
"1459","Israel","2028","524521722151.061"
"1559","Israel","2029","547158371069.206"
"1659","Israel","2030","570771944016.621"
"1759","Israel","2031","595404601852.115"
"1859","Israel","2032","621100324959.828"
"1959","Israel","2033","647904991774.012"
"2059","Israel","2034","675866460692.697"
"2159","Israel","2035","705034655526.473"
"2259","Israel","2036","735461654634.971"
"2359","Israel","2037","767201783910.18"
"2459","Israel","2038","800311713772.623"
"2559","Israel","2039","834850560353.57"
"2659","Israel","2040","870879991043.95"
"2764","Israel","2041","908464334598.404"
"2863","Israel","2042","947670695991.074"
"2961","Israel","2043","988569076228.196"
"3062","Israel","2044","1031232497331.41"
"3162","Israel","2045","1075737132714.94"
"3262","Israel","2046","1122162443189.44"
"3360","Israel","2047","1170591318835.3"
"3462","Israel","2048","1221110226998.79"
"3560","Israel","2049","1273809366675.16"
"3659","Israel","2050","1328782829554.48"
"1189","Italy","2019","2.55e+12"
"14571","Italy","2020","2.32e+12"
"760","Italy","2021","2482098400000"
"8105","Italy","2022","2574482102448"
"961","Italy","2023","2591808366997.47"
"1060","Italy","2024","2608784711801.3"
"1180","Italy","2025","2636020424192.51"
"1260","Italy","2026","2664832127428.93"
"1388","Italy","2027","2692333194984"
"1460","Italy","2028","2722177213800.8"
"1560","Italy","2029","2752352048083.08"
"1660","Italy","2030","2782861364859.5"
"1760","Italy","2031","2813708871807.05"
"1860","Italy","2032","2844898317701.65"
"1960","Italy","2033","2876433492873.7"
"2060","Italy","2034","2908318229668.73"
"2160","Italy","2035","2940556402913.1"
"2260","Italy","2036","2973151930384.92"
"2360","Italy","2037","3006108773290.14"
"2460","Italy","2038","3039430936743.96"
"2560","Italy","2039","3073122470257.54"
"2660","Italy","2040","3107187468230.14"
"2765","Italy","2041","3141630070446.66"
"2864","Italy","2042","3176454462580.78"
"2962","Italy","2043","3211664876703.58"
"3063","Italy","2044","3247265591797.89"
"3163","Italy","2045","3283260934278.27"
"3263","Italy","2046","3319655278516.79"
"3362","Italy","2047","3356453047374.64"
"3463","Italy","2048","3393658712739.6"
"3561","Italy","2049","3431276796069.51"
"3660","Italy","2050","3469311868941.74"
"1190","Jamaica","2019","28825320994"
"14581","Jamaica","2020","25965756204"
"762","Jamaica","2021","27160440646.946"
"8106","Jamaica","2022","28578758857.5295"
"962","Jamaica","2023","29150334034.6801"
"1061","Jamaica","2024","29675040047.3043"
"1183","Jamaica","2025","30179515728.1085"
"1261","Jamaica","2026","30662387979.7582"
"1390","Jamaica","2027","31152986187.4343"
"1461","Jamaica","2028","31554201524.6998"
"1561","Jamaica","2029","31960584063.1411"
"1661","Jamaica","2030","32372200350.4834"
"1761","Jamaica","2031","32789117791.5114"
"1861","Jamaica","2032","33211404659.1076"
"1961","Jamaica","2033","33639130105.4322"
"2061","Jamaica","2034","34072364173.2473"
"2161","Jamaica","2035","34511177807.3867"
"2261","Jamaica","2036","34955642866.3738"
"2361","Jamaica","2037","35405832134.1886"
"2461","Jamaica","2038","35861819332.1868"
"2561","Jamaica","2039","36323679131.1721"
"2661","Jamaica","2040","36791487163.6238"
"2766","Jamaica","2041","37265320036.0824"
"2865","Jamaica","2042","37745255341.6941"
"2963","Jamaica","2043","38231371672.9176"
"3064","Jamaica","2044","38723748634.3936"
"3164","Jamaica","2045","39222466855.981"
"3264","Jamaica","2046","39727608005.9603"
"3363","Jamaica","2047","40239254804.4073"
"3464","Jamaica","2048","40757491036.7392"
"3562","Jamaica","2049","41282401567.4349"
"3662","Jamaica","2050","41814072353.9321"
"1191","Jordan","2019","1.02e+11"
"14591","Jordan","2020","1.01e+11"
"763","Jordan","2021","103245230000"
"8107","Jordan","2022","105830490559.2"
"963","Jordan","2023","108582083313.739"
"1062","Jordan","2024","111513799563.21"
"1193","Jordan","2025","114859213550.106"
"1262","Jordan","2026","118304989956.609"
"1391","Jordan","2027","121854139655.307"
"1462","Jordan","2028","124330326866.08"
"1562","Jordan","2029","126856832458.486"
"1662","Jordan","2030","129434678947.915"
"1762","Jordan","2031","132064909628.202"
"1862","Jordan","2032","134748588993.862"
"1962","Jordan","2033","137486803170.911"
"2062","Jordan","2034","140280660356.435"
"2162","Jordan","2035","143131291267.096"
"2262","Jordan","2036","146039849596.748"
"2362","Jordan","2037","149007512483.356"
"2462","Jordan","2038","152035480985.403"
"2562","Jordan","2039","155124980567.975"
"2662","Jordan","2040","158277261598.725"
"2767","Jordan","2041","161493599853.917"
"2866","Jordan","2042","164775297034.752"
"2964","Jordan","2043","168123681294.186"
"3065","Jordan","2044","171540107774.454"
"3165","Jordan","2045","175025959155.517"
"3265","Jordan","2046","178582646214.653"
"3364","Jordan","2047","182211608397.42"
"3465","Jordan","2048","185914314400.222"
"3563","Jordan","2049","189692262764.715"
"3663","Jordan","2050","193546982484.285"
"11921","Japan","2019","5.27e+12"
"14601","Japan","2020","5.05e+12"
"764","Japan","2021","5.162615e+12"
"8108","Japan","2022","5216667579050"
"964","Japan","2023","5318757763572.01"
"1063","Japan","2024","5373700531269.71"
"1194","Japan","2025","5408629584722.96"
"1263","Japan","2026","5434969610800.56"
"1392","Japan","2027","5457633434077.6"
"1463","Japan","2028","5491819270477.88"
"1563","Japan","2029","5526219242075.12"
"1663","Japan","2030","5560834690181.62"
"1763","Japan","2031","5595666964511.46"
"1863","Japan","2032","5630717423233.14"
"1963","Japan","2033","5665987433022.53"
"2063","Japan","2034","5701478369116.16"
"2163","Japan","2035","5737191615364.85"
"2263","Japan","2036","5773128564287.66"
"2363","Japan","2037","5809290617126.2"
"2463","Japan","2038","5845679183899.24"
"2563","Japan","2039","5882295683457.72"
"2663","Japan","2040","5919141543540.06"
"2768","Japan","2041","5956218200827.82"
"2867","Japan","2042","5993527101001.74"
"2965","Japan","2043","6031069698798.08"
"3066","Japan","2044","6068847458065.38"
"3166","Japan","2045","6106861851821.51"
"3266","Japan","2046","6145114362311.11"
"3365","Japan","2047","6183606481063.39"
"3466","Japan","2048","6222339708950.29"
"3564","Japan","2049","6261315556245"
"3664","Japan","2050","6300535542680.84"
"11931","Kazakhstan","2019","4.88e+11"
"14611","Kazakhstan","2020","4.76e+11"
"765","Kazakhstan","2021","4.95516e+11"
"8109","Kazakhstan","2022","511863072840"
"965","Kazakhstan","2023","535198910330.776"
"1064","Kazakhstan","2024","557634448651.842"
"1195","Kazakhstan","2025","583084884888.312"
"1264","Kazakhstan","2026","593854462712.199"
"1393","Kazakhstan","2027","612299582324.04"
"1464","Kazakhstan","2028","633456094571.416"
"1564","Kazakhstan","2029","655343618276.9"
"1664","Kazakhstan","2030","677987411750.823"
"1764","Kazakhstan","2031","701413606042.562"
"1864","Kazakhstan","2032","725649235095.895"
"1964","Kazakhstan","2033","750722266946.309"
"2064","Kazakhstan","2034","776661635996.25"
"2164","Kazakhstan","2035","803497276405.566"
"2264","Kazakhstan","2036","831260156635.675"
"2364","Kazakhstan","2037","859982315187.323"
"2464","Kazakhstan","2038","889696897573.17"
"2564","Kazakhstan","2039","920438194567.879"
"2664","Kazakhstan","2040","952241681779.835"
"2769","Kazakhstan","2041","985144060590.173"
"2868","Kazakhstan","2042","1019183300506.35"
"2966","Kazakhstan","2043","1054398682979.16"
"3067","Kazakhstan","2044","1090830846733.7"
"3167","Kazakhstan","2045","1128521834666.67"
"3267","Kazakhstan","2046","1167515142364.08"
"3366","Kazakhstan","2047","1207855768295.38"
"3467","Kazakhstan","2048","1249590265741.9"
"3565","Kazakhstan","2049","1292766796519.57"
"3665","Kazakhstan","2050","1337435186557.92"
"11941","Kenya","2019","2.34e+11"
"14621","Kenya","2020","2.34e+11"
