"","location","year","gdp"
"3432","Denmark","2048","613470924820.464"
"3532","Denmark","2049","627741506670.548"
"3632","Denmark","2050","642344051288.712"
"11321","Dominican Republic","2019","1.98e+11"
"1400","Dominican Republic","2020","1.84e+11"
"733","Dominican Republic","2021","206580480000"
"861","Dominican Republic","2022","216616159718.4"
"933","Dominican Republic","2023","223040995015.648"
"1033","Dominican Republic","2024","234721651924.617"
"1133","Dominican Republic","2025","246617345244.157"
"1233","Dominican Republic","2026","259034528577.2"
"1333","Dominican Republic","2027","272019929494.775"
"1433","Dominican Republic","2028","287807925769.116"
"1533","Dominican Republic","2029","304512255000.463"
"1633","Dominican Republic","2030","322186101017.436"
"1733","Dominican Republic","2031","340885734430.161"
"1833","Dominican Republic","2032","360670691786.613"
"1933","Dominican Republic","2033","381603965127.162"
"2033","Dominican Republic","2034","403752202540.837"
"2133","Dominican Republic","2035","427185920361.847"
"2233","Dominican Republic","2036","451979727681.958"
"2333","Dominican Republic","2037","478212563893.532"
"2433","Dominican Republic","2038","505967950019.529"
"2533","Dominican Republic","2039","535334254630.668"
"2633","Dominican Republic","2040","566404975196.377"
"2738","Dominican Republic","2041","599279035765.311"
"2835","Dominican Republic","2042","634061101923.206"
"2934","Dominican Republic","2043","670861914030.836"
"3034","Dominican Republic","2044","709798639803.054"
"3135","Dominican Republic","2045","750995247351.465"
"3235","Dominican Republic","2046","794582899878.448"
"3333","Dominican Republic","2047","840700373279.149"
"3433","Dominican Republic","2048","889494497981.042"
"3533","Dominican Republic","2049","941120626427.786"
"3633","Dominican Republic","2050","995743127695.777"
"11331","Algeria","2019","4.97e+11"
"1401","Algeria","2020","4.71e+11"
"734","Algeria","2021","4.87014e+11"
"862","Algeria","2022","502598448000"
"934","Algeria","2023","521873098480.8"
"1034","Algeria","2024","538223382656.203"
"1134","Algeria","2025","551813523068.272"
"1234","Algeria","2026","562182099166.725"
"1334","Algeria","2027","571924714945.284"
"1434","Algeria","2028","581520090391.42"
"1534","Algeria","2029","591276450714.667"
"1634","Algeria","2030","601196496813.057"
"1734","Algeria","2031","611282974898.507"
"1834","Algeria","2032","621538677257.065"
"1934","Algeria","2033","631966443021.912"
"2034","Algeria","2034","642569158959.331"
"2134","Algeria","2035","653349760267.866"
"2234","Algeria","2036","664311231390.884"
"2334","Algeria","2037","675456606842.774"
"2434","Algeria","2038","686788972049.005"
"2534","Algeria","2039","698311464200.278"
"2634","Algeria","2040","710027273121.009"
"2739","Algeria","2041","721939642152.384"
"2836","Algeria","2042","734051869050.227"
"2935","Algeria","2043","746367306897.932"
"3035","Algeria","2044","758889365034.714"
"3136","Algeria","2045","771621509999.431"
"3236","Algeria","2046","784567266490.243"
"3334","Algeria","2047","797730218340.37"
"3434","Algeria","2048","811114009510.22"
"3534","Algeria","2049","824722345096.165"
"3634","Algeria","2050","838558992356.238"
"1139","Ecuador","2019","1.98e+11"
"1407","Ecuador","2020","1.82e+11"
"735","Ecuador","2021","189707700000"
"866","Ecuador","2022","195300282996"
"935","Ecuador","2023","197979802878.705"
"1035","Ecuador","2024","201583035291.097"
"1135","Ecuador","2025","205592521863.037"
"1235","Ecuador","2026","210045655886.59"
"1335","Ecuador","2027","215966842926.033"
"1435","Ecuador","2028","217352204796.892"
"1535","Ecuador","2029","218746453344.462"
"1635","Ecuador","2030","220149645574.081"
"1735","Ecuador","2031","221561838856.76"
"1835","Ecuador","2032","222983090931.527"
"1935","Ecuador","2033","224413459907.79"
"2035","Ecuador","2034","225853004267.71"
"2135","Ecuador","2035","227301782868.593"
"2235","Ecuador","2036","228759854945.297"
"2335","Ecuador","2037","230227280112.655"
"2435","Ecuador","2038","231704118367.909"
"2535","Ecuador","2039","233190430093.167"
"2635","Ecuador","2040","234686276057.869"
"2740","Ecuador","2041","236191717421.272"
"2837","Ecuador","2042","237706815734.953"
"2936","Ecuador","2043","239231632945.321"
"3036","Ecuador","2044","240766231396.155"
"3137","Ecuador","2045","242310673831.149"
"3237","Ecuador","2046","243865023396.479"
"3335","Ecuador","2047","245429343643.385"
"3435","Ecuador","2048","247003698530.769"
"3535","Ecuador","2049","248588152427.81"
"3635","Ecuador","2050","250182770116.595"
"1140","Egypt","2019","1.24e+12"
"1408","Egypt","2020","1.29e+12"
"736","Egypt","2021","1331963700000"
"867","Egypt","2022","1420579244961"
"936","Egypt","2023","1479632724174.03"
"1036","Egypt","2024","1532943891226.02"
"1136","Egypt","2025","1610219592782.72"
"1236","Egypt","2026","1697364677144.12"
"1336","Egypt","2027","1796405906055.48"
"1436","Egypt","2028","1881700885751.77"
"1536","Egypt","2029","1971045748348.62"
"1636","Egypt","2030","2064632785954.73"
"1736","Egypt","2031","2162663420882.33"
"1836","Egypt","2032","2265348639157.48"
"1936","Egypt","2033","2372909444613.88"
"2036","Egypt","2034","2485577334547.45"
"2136","Egypt","2035","2603594797955.43"
"2236","Egypt","2036","2727215837432.31"
"2336","Egypt","2037","2856706515845.84"
"2436","Egypt","2038","2992345528969.75"
"2536","Egypt","2039","3134424805305.57"
"2636","Egypt","2040","3283250134384.53"
"2741","Egypt","2041","3439141824901.79"
"2838","Egypt","2042","3602435394099.51"
"2937","Egypt","2043","3773482289882.44"
"3037","Egypt","2044","3952650647220.21"
"3138","Egypt","2045","4140326080464.29"
"3238","Egypt","2046","4336912513284.85"
"3336","Egypt","2047","4542833048013.82"
"3436","Egypt","2048","4758530876265.12"
"3536","Egypt","2049","4984470232791.97"
"3636","Egypt","2050","5221137394634.19"
"1143","Spain","2019","1.92e+12"
"14111","Spain","2020","1.71e+12"
"737","Spain","2021","1.81944e+12"
"868","Spain","2022","1924439882400"
"937","Spain","2023","1971646392715.27"
"1037","Spain","2024","2004375722834.34"
"1137","Spain","2025","2046066737869.29"
"1237","Spain","2026","2083325613165.89"
"1337","Spain","2027","2119304646505.26"
"1437","Spain","2028","2172107851342.2"
"1537","Spain","2029","2226226666205.12"
"1637","Spain","2030","2281693869970.72"
"1737","Spain","2031","2338543058212.69"
"1837","Spain","2032","2396808663550.01"
"1937","Spain","2033","2456525976502.2"
"2037","Spain","2034","2517731166864.24"
"2137","Spain","2035","2580461305614"
"2237","Spain","2036","2644754387365.52"
"2337","Spain","2037","2710649353381.73"
"2437","Spain","2038","2778186115160.54"
"2537","Spain","2039","2847405578608.55"
"2637","Spain","2040","2918349668817.12"
"2742","Spain","2041","2991061355455.7"
"2839","Spain","2042","3065584678797.83"
"2938","Spain","2043","3141964776395.64"
"3038","Spain","2044","3220247910418.9"
"3139","Spain","2045","3300481495675.26"
"3239","Spain","2046","3382714128328.65"
"3337","Spain","2047","3466995615333.13"
"3437","Spain","2048","3553377004600.17"
"3537","Spain","2049","3641910615917.54"
"3637","Spain","2050","3732650072638.52"
"1144","Estonia","2019","47971916545"
"14121","Estonia","2020","47707590682"
"738","Estonia","2021","51165913930.5382"
"869","Estonia","2022","50930039067.3184"
"938","Estonia","2023","49774436480.8809"
"1038","Estonia","2024","50953095136.7482"
"1138","Estonia","2025","52311504653.0939"
"1238","Estonia","2026","53824353367.6614"
"1338","Estonia","2027","55421321932.0799"
"1438","Estonia","2028","57700870336.4372"
"1538","Estonia","2029","60074179422.544"
"1638","Estonia","2030","62545105684.7064"
"1738","Estonia","2031","65117664239.673"
"1838","Estonia","2032","67796035350.9745"
"1938","Estonia","2033","70584571221.6176"
"2038","Estonia","2034","73487803066.1714"
"2138","Estonia","2035","76510448473.737"
"2238","Estonia","2036","79657419073.7655"
"2338","Estonia","2037","82933828517.1808"
"2438","Estonia","2038","86345000785.7757"
"2538","Estonia","2039","89896478843.3843"
"2638","Estonia","2040","93594033642.8876"
"2743","Estonia","2041","97443673503.6884"
"2840","Estonia","2042","101451653874.894"
"2939","Estonia","2043","105624487500.071"
"3039","Estonia","2044","109968955000.087"
"3140","Estonia","2045","114492115891.242"
"3240","Estonia","2046","119201320056.585"
"3338","Estonia","2047","124104219689.064"
"3438","Estonia","2048","129208781725.908"
"3538","Estonia","2049","134523300794.457"
"3638","Estonia","2050","140056412690.465"
"1148","Finland","2019","2.68e+11"
"14161","Finland","2020","2.62e+11"
"739","Finland","2021","270305400000"
"870","Finland","2022","274643801670"
"939","Finland","2023","274289511165.846"
"1039","Finland","2024","277166808137.976"
"1141","Finland","2025","280894701707.432"
"1239","Finland","2026","285279468001.085"
"1339","Finland","2027","289883878614.623"
"1439","Finland","2028","295858140741.117"
"1539","Finland","2029","301955527368.796"
"1639","Finland","2030","308178575989.734"
"1739","Finland","2031","314529876391.575"
"1839","Finland","2032","321012071735.301"
"1939","Finland","2033","327627859655.212"
"2039","Finland","2034","334379993381.574"
"2139","Finland","2035","341271282886.405"
"2239","Finland","2036","348304596052.877"
"2339","Finland","2037","355482859868.813"
"2439","Finland","2038","362809061644.785"
"2539","Finland","2039","370286250257.315"
"2639","Finland","2040","377917537417.698"
"2744","Finland","2041","385706098966.972"
"2841","Finland","2042","393655176197.581"
"2940","Finland","2043","401768077202.269"
"3040","Finland","2044","410048178250.781"
"3142","Finland","2045","418498925194.933"
"3242","Finland","2046","427123834902.638"
"3339","Finland","2047","435926496721.49"
"3439","Finland","2048","444910573972.507"
"3539","Finland","2049","454079805474.664"
"3639","Finland","2050","463438007100.838"
"1149","Fiji","2019","12161896573"
"14171","Fiji","2020","10089525097"
"740","Fiji","2021","9597055377.01543"
"873","Fiji","2022","11518001981.2788"
"940","Fiji","2023","12377129749.0624"
"1040","Fiji","2024","12861446836.1432"
"1142","Fiji","2025","13335005308.65"
"1240","Fiji","2026","13797729992.8602"
"1340","Fiji","2027","14278028973.9117"
"1440","Fiji","2028","14668438693.5334"
"1540","Fiji","2029","15069523538.5141"
"1640","Fiji","2030","15481575402.9734"
"1740","Fiji","2031","15904894162.4059"
"1840","Fiji","2032","16339787891.9188"
"1940","Fiji","2033","16786573090.4373"
"2040","Fiji","2034","17245574911.0402"
"2140","Fiji","2035","17717127397.5939"
"2240","Fiji","2036","18201573727.8567"
"2340","Fiji","2037","18699266463.2301"
"2440","Fiji","2038","19210567805.3397"
"2540","Fiji","2039","19735849859.6317"
"2640","Fiji","2040","20275494906.1765"
"2745","Fiji","2041","20829895677.8779"
"2842","Fiji","2042","21399455646.2887"
"2941","Fiji","2043","21984589315.2419"
"3042","Fiji","2044","22585722522.5105"
"3143","Fiji","2045","23203292749.7161"
"3243","Fiji","2046","23837749440.711"
"3340","Fiji","2047","24489554328.6661"
"3440","Fiji","2048","25159181772.1028"
"3540","Fiji","2049","25847119100.1125"
"3640","Fiji","2050","26553866967.0164"
"1150","France","2019","3.09e+12"
"14181","France","2020","2.86e+12"
"741","France","2021","3.042182e+12"
"874","France","2022","3118905830040"
"941","France","2023","3148566624483.68"
"1041","France","2024","3190946331249.23"
"1145","France","2025","3248734369308.15"
"1241","France","2026","3302955745931.9"
"1341","France","2027","3353325821057.36"
"1441","France","2028","3412850394511.07"
"1541","France","2029","3473431583108.64"
"1641","France","2030","3535088142726.81"
"1741","France","2031","3597839162176.13"
"1841","France","2032","3661704069110.84"
"1941","France","2033","3726702636043.65"
"2041","France","2034","3792854986467.31"
"2141","France","2035","3860181601084.81"
"2241","France","2036","3928703324150.17"
"2341","France","2037","3998441369921.83"
"2441","France","2038","4069417329230.55"
"2541","France","2039","4141653176163.91"
"2641","France","2040","4215171274869.45"
"2746","France","2041","4289994386478.63"
"2843","France","2042","4366145676153.61"
"2942","France","2043","4443648720259.19"
"3043","France","2044","4522527513662.01"
"3144","France","2045","4602806477159.36"
"3244","France","2046","4684510465039.81"
"3341","France","2047","4767664772778.09"
"3442","France","2048","4852295144866.54"
"3541","France","2049","4938427782785.57"
"3641","France","2050","5026089353115.64"
"1153","Gabon","2019","32471045092"
"14211","Gabon","2020","31874304869"
"742","Gabon","2021","32342219664.4769"
"877","Gabon","2022","33324452875.6871"
"942","Gabon","2023","34244874264.1136"
"1042","Gabon","2024","35119830801.5617"
"1146","Gabon","2025","36001689752.9889"
"1242","Gabon","2026","37024137741.9738"
"1342","Gabon","2027","38052298047.0684"
"1442","Gabon","2028","38745545139.6613"
"1542","Gabon","2029","39451421995.923"
"1642","Gabon","2030","40170158708.3155"
"1742","Gabon","2031","40901989561.1877"
"1842","Gabon","2032","41647153107.1445"
"1942","Gabon","2033","42405892244.8067"
"2042","Gabon","2034","43178454297.9883"
"2142","Gabon","2035","43965091096.3154"
"2242","Gabon","2036","44766059057.3148"
"2342","Gabon","2037","45581619269.9973"
"2442","Gabon","2038","46412037579.9641"
"2542","Gabon","2039","47257584676.0639"
"2642","Gabon","2040","48118536178.6281"
"2747","Gabon","2041","48995172729.3141"
"2844","Gabon","2042","49887780082.5854"
"2943","Gabon","2043","50796649198.8576"
"3044","Gabon","2044","51722076339.3423"
"3145","Gabon","2045","52664363162.6181"
"3245","Gabon","2046","53623816822.9616"
"3342","Gabon","2047","54600750070.4693"
"3443","Gabon","2048","55595481353.0038"
"3542","Gabon","2049","56608334919.9973"
"3642","Gabon","2050","57639640928.1461"
"1154","United Kingdom","2019","3.14e+12"
"14221","United Kingdom","2020","2.81e+12"
"743","United Kingdom","2021","3023475700000"
"878","United Kingdom","2022","3147498673214"
"943","United Kingdom","2023","3162606666845.43"
"1043","United Kingdom","2024","3182720845246.57"
"1147","United Kingdom","2025","3245834199607.81"
"1243","United Kingdom","2026","3312373800699.77"
"1344","United Kingdom","2027","3372758375086.53"
"1443","United Kingdom","2028","3437513355358.9"
"1543","United Kingdom","2029","3503511593227.5"
"1643","United Kingdom","2030","3570776958508.12"
"1743","United Kingdom","2031","3639333779303"
"1843","United Kingdom","2032","3709206850799.65"
"1943","United Kingdom","2033","3780421444238.62"
"2043","United Kingdom","2034","3853003316053.45"
"2143","United Kingdom","2035","3926978717186.06"
"2243","United Kingdom","2036","4002374402581.07"
"2343","United Kingdom","2037","4079217640862.29"
"2443","United Kingdom","2038","4157536224195.13"
"2543","United Kingdom","2039","4237358478338.23"
"2643","United Kingdom","2040","4318713272888.17"
"2748","United Kingdom","2041","4401630031720.83"
"2845","United Kingdom","2042","4486138743633.24"
"2944","United Kingdom","2043","4572269973189.71"
"3045","United Kingdom","2044","4660054871776.24"
"3146","United Kingdom","2045","4749525188867.15"
"3246","United Kingdom","2046","4840713283508.03"
"3343","United Kingdom","2047","4933652136019.13"
"3444","United Kingdom","2048","5028375359923.5"
"3543","United Kingdom","2049","5124917214104.07"
"3643","United Kingdom","2050","5223312615194.23"
"1156","Ghana","2019","1.69e+11"
"14241","Ghana","2020","1.69e+11"
"744","Ghana","2021","177578440000"
"879","Ghana","2022","183044304383.2"
"944","Ghana","2023","185167618314.045"
"1044","Ghana","2024","190156033951.425"
"1151","Ghana","2025","198891802151.153"
"1244","Ghana","2026","208732968521.592"
"1345","Ghana","2027","219169616947.672"
"1444","Ghana","2028","232696105336.995"
"1544","Ghana","2029","247057407833.741"
"1644","Ghana","2030","262305046649.286"
"1744","Ghana","2031","278493723790.651"
"1844","Ghana","2032","295681517307.911"
"1944","Ghana","2033","313930089653.401"
"2044","Ghana","2034","333304908900.221"
"2144","Ghana","2035","353875483613.684"
"2244","Ghana","2036","375715612218.323"
"2344","Ghana","2037","398903647755.073"
"2444","Ghana","2038","423522778978.476"
"2544","Ghana","2039","449661328802.351"
"2644","Ghana","2040","477413071164.637"
"2749","Ghana","2041","506877567448.177"
"2846","Ghana","2042","538160523664.38"
"2945","Ghana","2043","571374169681.183"
"3046","Ghana","2044","606637661855.817"
"3147","Ghana","2045","644077510516.856"
"3247","Ghana","2046","683828033829.175"
"3344","Ghana","2047","726031839670.075"
"3445","Ghana","2048","770840337245.361"
"3544","Ghana","2049","818414280280.817"
"3644","Ghana","2050","868924343737.823"
"1159","Gambia","2019","5226778680"
"14271","Gambia","2020","5257694412"
"745","Gambia","2021","5534038830.29472"
"883","Gambia","2022","5805483434.92068"
"945","Gambia","2023","6127978039.73052"
"1045","Gambia","2024","6509322113.14295"
"1152","Gambia","2025","6886081677.05166"
"1245","Gambia","2026","7231694116.42288"
"1347","Gambia","2027","7594725161.06731"
"1445","Gambia","2028","7977250725.46781"
"1545","Gambia","2029","8379043057.83116"
"1645","Gambia","2030","8801072572.64016"
"1745","Gambia","2031","9244358561.5048"
"1845","Gambia","2032","9709971654.96969"
"1945","Gambia","2033","10199036408.316"
"2045","Gambia","2034","10712734017.603"
"2145","Gambia","2035","11252305172.5097"
"2245","Gambia","2036","11819053052.8656"
"2345","Gambia","2037","12414346476.1093"
"2445","Gambia","2038","13039623203.2752"
"2545","Gambia","2039","13696393411.4945"
"2645","Gambia","2040","14386243341.396"
"2750","Gambia","2041","15110839128.2167"
"2847","Gambia","2042","15871930825.8752"
"2946","Gambia","2043","16671356633.7263"
"3047","Gambia","2044","17511047336.2062"
"3148","Gambia","2045","18393030966.0897"
"3248","Gambia","2046","19319437702.624"
"3345","Gambia","2047","20292505016.367"
"3446","Gambia","2048","21314583073.158"
"3545","Gambia","2049","22388140410.2711"
"3645","Gambia","2050","23515769898.4609"
"1162","Greece","2019","3.19e+11"
"14301","Greece","2020","2.89e+11"
"746","Greece","2021","313374260000"
"884","Greece","2022","331907213736.4"
"946","Greece","2023","340078769338.59"
"1046","Greece","2024","346791924245.334"
"1155","Greece","2025","351709433731.133"
"1246","Greece","2026","356661502558.067"
"1348","Greece","2027","360973540123.994"
"1446","Greece","2028","364747801438.212"
"1546","Greece","2029","368561525612.957"
"1646","Greece","2030","372415125263.37"
"1746","Greece","2031","376309017318.805"
"1846","Greece","2032","380243623067.94"
"1946","Greece","2033","384219368204.357"
"2046","Greece","2034","388236682872.598"
"2146","Greece","2035","392296001714.702"
"2246","Greece","2036","396397763917.232"
"2346","Greece","2037","400542413258.791"
"2446","Greece","2038","404730398158.035"
"2546","Greece","2039","408962171722.189"
"2646","Greece","2040","413238191796.068"
"2751","Greece","2041","417558921011.615"
"2848","Greece","2042","421924826837.951"
"2947","Greece","2043","426336381631.955"
"3048","Greece","2044","430794062689.365"
"3149","Greece","2045","435298352296.422"
"3249","Greece","2046","439849737782.047"
"3346","Greece","2047","444448711570.567"
"3447","Greece","2048","449095771234.991"
"3546","Greece","2049","453791419550.845"
"3646","Greece","2050","458536164550.565"
"1165","Guatemala","2019","1.44e+11"
"14331","Guatemala","2020","1.41e+11"
"747","Guatemala","2021","152282820000"
"887","Guatemala","2022","158553826527.6"
"947","Guatemala","2023","163995393854.027"
"1047","Guatemala","2024","169735232638.918"
"1157","Guatemala","2025","175845701013.919"
"1247","Guatemala","2026","182351991951.434"
"1352","Guatemala","2027","189281367645.589"
"1447","Guatemala","2028","195706771234.134"
"1547","Guatemala","2029","202350293551.369"
"1647","Guatemala","2030","209219338922.821"
"1747","Guatemala","2031","216321563023.53"
"1847","Guatemala","2032","223664881410.438"
"1947","Guatemala","2033","231257478344.421"
"2047","Guatemala","2034","239107815911.795"
"2147","Guatemala","2035","247224643455.462"
"2247","Guatemala","2036","255617007326.214"
"2347","Guatemala","2037","264294260965.052"
"2447","Guatemala","2038","273266075327.765"
"2547","Guatemala","2039","282542449663.385"
"2647","Guatemala","2040","292133722658.531"
"2752","Guatemala","2041","302050583960.06"
"2849","Guatemala","2042","312304086088.875"
"2948","Guatemala","2043","322905656758.155"
"3049","Guatemala","2044","333867111609.75"
"3150","Guatemala","2045","345200667382.926"
"3250","Guatemala","2046","356918955530.143"
"3347","Guatemala","2047","369035036295.034"
"3448","Guatemala","2048","381562413268.285"
"3547","Guatemala","2049","394515048437.629"
"3647","Guatemala","2050","407907377748.734"
"1167","Guyana","2019","10240415403"
"14351","Guyana","2020","14692912354"
"748","Guyana","2021","17640310572.2124"
"889","Guyana","2022","28628107221.4321"
"948","Guyana","2023","39630461388.7729"
"1048","Guyana","2024","50155915629.0171"
"1158","Guyana","2025","59572187229.2088"
"1248","Guyana","2026","72188980762.4829"
"1353","Guyana","2027","87468500430.67"
"1448","Guyana","2028","91257557471.1496"
"1548","Guyana","2029","95210753066.484"
"1648","Guyana","2030","99335197551.7518"
"1748","Guyana","2031","103638309275.374"
"1848","Guyana","2032","108127827941.977"
"1948","Guyana","2033","112811828533.253"
"2048","Guyana","2034","117698735831.865"
"2148","Guyana","2035","122797339574.509"
"2248","Guyana","2036","128116810261.396"
"2348","Guyana","2037","133666715650.588"
"2448","Guyana","2038","139457037966.85"
"2548","Guyana","2039","145498191855.976"
"2648","Guyana","2040","151801043116.881"
"2753","Guyana","2041","158376928245.151"
"2850","Guyana","2042","165237674823.2"
"2949","Guyana","2043","172395622793.711"
"3050","Guyana","2044","179863646654.622"
"3151","Guyana","2045","187655178615.584"
"3251","Guyana","2046","195784232757.531"
"3348","Guyana","2047","204265430238.821"
"3449","Guyana","2048","213114025593.288"
"3548","Guyana","2049","222345934167.498"
"3648","Guyana","2050","231977760746.566"
"1170","Honduras","2019","55905485859"
"14381","Honduras","2020","50893693122"
"749","Honduras","2021","57272708617.9115"
"890","Honduras","2022","59563616962.628"
"949","Honduras","2023","61290961854.5442"
"1049","Honduras","2024","63252272633.8896"
"1160","Honduras","2025","65458511903.3597"
"1249","Honduras","2026","67901423567.5931"
"1356","Honduras","2027","70511554289.5314"
"1449","Honduras","2028","73194925849.2352"
"1549","Honduras","2029","75980415182.4014"
"1649","Honduras","2030","78871908459.6274"
"1749","Honduras","2031","81873439742.7287"
"1849","Honduras","2032","84989196612.8531"
"1949","Honduras","2033","88223526012.7775"
"2049","Honduras","2034","91580940311.5376"
"2149","Honduras","2035","95066123599.8514"
"2249","Honduras","2036","98683938225.1205"
"2349","Honduras","2037","102439431575.125"
"2449","Honduras","2038","106337843119.88"
"2549","Honduras","2039","110384611721.469"
"2649","Honduras","2040","114585383222.067"
"2754","Honduras","2041","118946018320.725"
"2852","Honduras","2042","123472600749.915"
"2950","Honduras","2043","128171445763.237"
"3051","Honduras","2044","133049108946.138"
"3152","Honduras","2045","138112395361.922"
"3252","Honduras","2046","143368369045.823"
"3349","Honduras","2047","148824362860.383"
"3450","Honduras","2048","154487988725.88"
"3549","Honduras","2049","160367148240.088"
"3649","Honduras","2050","166470043702.174"
"1172","Croatia","2019","1.2e+11"
"14401","Croatia","2020","1.09e+11"
"750","Croatia","2021","123263740000"
"892","Croatia","2022","130929511990.6"
"950","Croatia","2023","134464608814.346"
"1050","Croatia","2024","137960688643.519"
"1161","Croatia","2025","141685627236.894"
"1250","Croatia","2026","145794510426.764"
"1360","Croatia","2027","149876756718.713"
"1450","Croatia","2028","154964519251.489"
"1550","Croatia","2029","160224992537.798"
"1650","Croatia","2030","165664039470.059"
"1750","Croatia","2031","171287721964.243"
"1850","Croatia","2032","177102307715.987"
"1950","Croatia","2033","183114277186.054"
"2050","Croatia","2034","189330330822.924"
"2150","Croatia","2035","195757396530.563"
"2250","Croatia","2036","202402637389.699"
"2350","Croatia","2037","209273459641.204"
"2450","Croatia","2038","216377520940.484"
"2550","Croatia","2039","223722738892.071"
"2650","Croatia","2040","231317299873.941"
"2755","Croatia","2041","239169668161.376"
"2853","Croatia","2042","247288595360.553"
"2952","Croatia","2043","255683130162.367"
"3052","Croatia","2044","264362628427.361"
"3153","Croatia","2045","273336763613.001"
"3253","Croatia","2046","282615537554.917"
"3350","Croatia","2047","292209291614.133"
"3452","Croatia","2048","302128718202.698"
"3550","Croatia","2049","312384872700.572"
"3650","Croatia","2050","322989185777.048"
"1173","Haiti","2019","34734585908"
"14411","Haiti","2020","33586432270"
"751","Haiti","2021","32982548217.7854"
"893","Haiti","2022","32427781756.7623"
"952","Haiti","2023","31941365030.4109"
"1051","Haiti","2024","32388544140.8367"
"1163","Haiti","2025","32874372302.9492"
"1251","Haiti","2026","33367487887.4934"
"1364","Haiti","2027","33868000205.8058"
"1451","Haiti","2028","34224757104.2927"
"1551","Haiti","2029","34585271989.1929"
"1651","Haiti","2030","34949584446.1792"
"1751","Haiti","2031","35317734477.91"
"1851","Haiti","2032","35689762508.4213"
"1951","Haiti","2033","36065709387.5658"
"2051","Haiti","2034","36445616395.4981"
"2151","Haiti","2035","36829525247.2074"
"2251","Haiti","2036","37217478097.098"
"2351","Haiti","2037","37609517543.6181"
"2451","Haiti","2038","38005686633.9369"
"2551","Haiti","2039","38406028868.6716"
"2651","Haiti","2040","38810588206.664"
"2756","Haiti","2041","39219409069.8069"
"2854","Haiti","2042","39632536347.9222"
"2953","Haiti","2043","40050015403.6898"
"3053","Haiti","2044","40471892077.6283"
"3154","Haiti","2045","40898212693.1289"
"3254","Haiti","2046","41329024061.5414"
"3352","Haiti","2047","41764373487.3147"
"3453","Haiti","2048","42204308773.1905"
"3552","Haiti","2049","42648878225.4526"
"3651","Haiti","2050","43098130659.2308"
"1174","Hungary","2019","3.19e+11"
"14421","Hungary","2020","3.05e+11"
"752","Hungary","2021","3.2696e+11"
"895","Hungary","2022","341928228800"
"953","Hungary","2023","340765672822.08"
"1052","Hungary","2024","351322593366.108"
"1164","Hungary","2025","362916238947.19"
"1252","Hungary","2026","375255391071.394"
"1365","Hungary","2027","388201702063.357"
"1452","Hungary","2028","404354967939.69"
"1552","Hungary","2029","421180379242.189"
"1652","Hungary","2030","438705904276.295"
"1752","Hungary","2031","456960675122.549"
"1852","Hungary","2032","475975036061.849"
"1952","Hungary","2033","495780594015.713"
"2052","Hungary","2034","516410271085.38"
"2152","Hungary","2035","537898359277.096"
"2252","Hungary","2036","560280577504.538"
"2352","Hungary","2037","583594130963.145"
"2452","Hungary","2038","607877772975.041"
"2552","Hungary","2039","633171869407.356"
"2652","Hungary","2040","659518465771.024"
"2757","Hungary","2041","686961357111.599"
"2855","Hungary","2042","715546160808.259"
"2954","Hungary","2043","745320392402.017"
"3054","Hungary","2044","776333544579.176"
"3155","Hungary","2045","808637169441.328"
"3255","Hungary","2046","842284964198.651"
"3353","Hungary","2047","877332860428.942"
"3454","Hungary","2048","913839117050.764"
"3553","Hungary","2049","951864417165.253"
"3652","Hungary","2050","991471968927.564"
"1179","Indonesia","2019","3.2e+12"
"14471","Indonesia","2020","3.13e+12"
"753","Indonesia","2021","3245903900000"
"896","Indonesia","2022","3418228938051"
"954","Indonesia","2023","3588149098561.52"
"1053","Indonesia","2024","3765870123413.27"
"1166","Indonesia","2025","3952732598937.04"
"1253","Indonesia","2026","4148590499214.37"
"1366","Indonesia","2027","4354028700735.47"
"1453","Indonesia","2028","4577237625407.67"
"1553","Indonesia","2029","4811889337318.48"
"1653","Indonesia","2030","5058570450018.33"
"1753","Indonesia","2031","5317897649753.24"
"1853","Indonesia","2032","5590519237139.14"
"1953","Indonesia","2033","5877116747869.9"
"2053","Indonesia","2034","6178406656510.94"
"2153","Indonesia","2035","6495142167637.55"
"2253","Indonesia","2036","6828115098795.9"
"2353","Indonesia","2037","7178157859993.78"
"2453","Indonesia","2038","7546145534669.85"
"2553","Indonesia","2039","7932998067343.57"
"2653","Indonesia","2040","8339682563414.83"
"2758","Indonesia","2041","8767215706862.62"
"2856","Indonesia","2042","9216666301886.83"
"2955","Indonesia","2043","9689157944847.1"
"3055","Indonesia","2044","10185871833178.4"
"3156","Indonesia","2045","10708049718305.5"
"3256","Indonesia","2046","11256997009938.1"
"3354","Indonesia","2047","11834086039507.9"
"3455","Indonesia","2048","12440759490904.9"
"3554","Indonesia","2049","13078534007090.6"
"3653","Indonesia","2050","13749003981603.7"
"1182","India","2019","9.15e+12"
"14501","India","2020","8.62e+12"
"754","India","2021","9.40011e+12"
"898","India","2022","10080677964000"
"955","India","2023","10718986492680.5"
"1054","India","2024","11393532312664.9"
"1168","India","2025","12114401102087.2"
"1254","India","2026","12879546675695"
"1368","India","2027","13697269094134.9"
"1454","India","2028","14563340572082.6"
"1554","India","2029","15484173316656.5"
"1654","India","2030","16463229855371.8"
"1754","India","2031","17504191649627.6"
"1854","India","2032","18610972937787.1"
