"","location","region","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","pop","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper"
"11","Belize","Latin America and Caribbean",146203433673.02,106037008619.925,91527131244.9364,69935968939.6332,43952548.7430296,42149770.3490186,45968958.411397,29420570.9896533,28170907.3031289,30816187.8851613,24349575.4262729,23296319.1129985,25524895.8893945,17062065.839449,16296024.7882337,17915450.6881909,0.000300625967795861,0.000288295351826589,0.00031441777567417,0.00027745568620393,0.000265670520790563,0.000290617288116998,0.000266036694202846,0.000254529108430757,0.000278877918953749,0.000243966961466946,0.000233013498423107,0.000256169335462486,470454.451612903,93.4257261087507,89.5937326228131,97.711815147667,62.5364918724608,59.8802013809157,65.5030211309751,51.7575619548141,49.5187558181872,54.2558281718562,36.267200322908,34.6389001791024,38.0811588173301
"12","Benin","Sub-Saharan Africa",3304715115437.01,2245856998989.87,1876639239555.07,1345942204005.56,395703957.61187,270556612.723,579349126.661568,262389975.426693,179159485.957911,384319650.582932,216106948.459364,147439897.631342,316607145.523113,149926871.190181,102103232.066017,219776631.483397,0.000119739204073433,8.18698747916799e-05,0.000175309854684692,0.000116832895213146,7.97733275264153e-05,0.000171123829680959,0.000115156362450676,7.85659249384012e-05,0.000168709647997223,0.000111391760169192,7.58600419558544e-05,0.00016328831269971,18421548.483871,21.480493779246,14.6869636371712,31.4495346126205,14.2436438313765,9.72553887718908,20.8625051753615,11.7312042822337,8.00366471691742,17.1867824141015,8.13866821898548,5.54259768962493,11.930410284229
"13","Bolivia (Plurinational State of)","Latin America and Caribbean",4849495326664.06,3402169369808.55,2890001819986.29,2142915776074.48,3884945874.02873,3597455988.25183,4292767912.8631,2526961489.74655,2334585084.66778,2799946578.24259,2060062879.63699,1900813986.55417,2286078776.52198,1398983308.93483,1287264637.807,1557600177.99733,0.000801103127714768,0.000741820693891977,0.000885198896730574,0.000742750055941145,0.000686204839002226,0.000822988591658549,0.000712824076922818,0.000657720688412296,0.000791030220366029,0.000652841014357349,0.00060070706099569,0.000726860194594598,14307379.3870968,271.534413739835,251.440595158623,300.038728038103,176.619450800718,163.173494006403,195.699471055317,143.986038526026,132.855496113316,159.783194019702,97.7805418507677,89.9720768548241,108.866909575492
"14","Botswana","Sub-Saharan Africa",2404335327118.54,1658516424421.08,1396613709857.21,1017503292633.81,762198361.836304,725113486.700188,811167571.192505,491989258.489675,467091081.151448,524817680.782378,399407674.757564,378760871.367491,426609887.224264,268787636.131309,254250447.245661,287911018.30417,0.000317010008229491,0.000301585838930876,0.000337377054707524,0.000296644188290995,0.000281631869467009,0.000316438036461153,0.000285982925656945,0.000271199450996522,0.000305460188607114,0.00026416389811924,0.000249876780828427,0.0002829583160944,3130680.93548387,243.460888395674,231.615262507777,259.102600331622,157.150878236537,149.197919167466,167.636910818337,127.578530993237,120.983542932953,136.267443414296,85.8559660567153,81.2125069546139,91.9643439358253
"15","Brazil","Latin America and Caribbean",112114661910502,82263645773876.8,71421623047225.2,55202834056185.8,68828210804.439,68484420142.3887,69205457213.7188,47013899825.2634,46766408337.6961,47285641149.4262,39305270215.0217,39092803204.4255,39538625903.6659,28093297171.3951,27933224598.0856,28269211156.723,0.000613909096558509,0.000610842676375887,0.000617273923271192,0.000571502750491918,0.000568494234576545,0.000574806048341246,0.000550327317387234,0.000547352489855582,0.000553594614862257,0.000508910414686347,0.000506010698103923,0.00051209709863719,225285134.16129,305.515990039371,303.989965415819,307.190518679195,208.686205595814,207.587635605882,209.892416228284,174.468991757271,173.525889091455,175.504815490217,124.7010694957,123.990536268972,125.481919887728
"16","Brunei Darussalam","East Asia and Pacific",956107133133.209,697849336855.135,604392555702.975,465081974997.03,333477722.277206,286885119.173019,391317589.436905,228746505.529481,196192807.455304,269124964.493618,191674455.063341,164134330.964238,225821032.697972,137658304.813144,117488321.242693,162649168.36626,0.000348786982881702,0.000300055411398179,0.000409282156649683,0.000327787809558334,0.00028113920454442,0.000385649093981277,0.000317135698073585,0.000271569081080643,0.000373633047871209,0.000295987185515033,0.000252618522236737,0.000349721505262161,478654.580645161,696.698069467388,599.357304355757,817.536497633559,477.894738249787,409.883902481123,562.252980282513,400.444209277158,342.907678315764,471.782871885601,287.594249338635,245.455336673755,339.804892595055
"17","Bulgaria","Europe and central Asia",8214638503972.85,5788768048500.85,4927805995352.37,3668394752286.5,13871708567.0278,13693697942.3179,14049120283.8759,9276934585.09341,9155184005.80646,9398053338.7786,7672170125.99854,7570236005.49541,7773483015.44515,5364737159.30811,5291549379.25644,5437350799.71143,0.00168865721362164,0.00166698728564808,0.00171025423420414,0.0016025749360429,0.00158154272707082,0.00162349799819885,0.00155691399645897,0.00153622849857223,0.00157747342788589,0.00146242090112147,0.00144247000025235,0.00148221529221258,6049396.58064516,2293.07309945753,2263.64692077395,2322.40027523168,1533.53056977198,1513.40449973112,1553.55219541191,1268.25378758361,1251.40349199722,1285.00139010825,886.821865253868,874.723504851141,898.825317075103
"18","Burundi","Sub-Saharan Africa",381276656447.59,275919004019.885,237889605559.316,181351914081.362,86047479.7038002,75603229.614502,100849018.606634,56694752.9334794,49313610.2589282,67140750.0474782,46549984.4955697,40270788.6404408,55429908.7329825,32105072.3240935,27457638.1884089,38667278.5891692,0.000225682528024446,0.000198289688959477,0.000264503522314371,0.000205476071265441,0.000178724950222618,0.000243334997116181,0.000195678934294432,0.000169283515123571,0.000233006854598199,0.000177031891208437,0.000151405284733252,0.000213216820925427,17766598.3548387,4.84321635381403,4.25535761570878,5.67632681239557,3.19108654347661,2.77563601506744,3.77904361355659,2.62008424831036,2.2666572315163,3.11989428848017,1.80704666604622,1.54546400160675,2.17640303545435
"19","Cambodia","East Asia and Pacific",6634977710986.59,4430569370699.18,3668798317330.7,2583631038173.54,4842372556.95482,3931220877.52402,6228116816.41316,3112225293.2201,2526461381.57957,4003223163.65447,2521122706.48317,2046356105.18191,3243349498.59838,1689428357.52109,1370651953.33898,2174469437.27115,0.000729824992318592,0.000592499485117255,0.000938679387890072,0.000702443643880688,0.000570234019647203,0.000903545984434666,0.000687179421821546,0.000557772853175198,0.000884035920774772,0.000653896911965962,0.000530513812958348,0.000841633114459083,18563978.2580645,260.847782174665,211.76607852448,335.494726929427,167.648617659208,136.094825497979,215.644680682353,135.807243007729,110.232627766246,174.711985411285,91.0057280845594,73.8339559702698,117.133806506508
"20","Cameroon","Sub-Saharan Africa",5727669278212.82,3990066545820.57,3376773748223.94,2484565201201.48,976657928.836853,773300120.689835,1242635721.60893,646142834.534869,510038616.678365,824172929.552183,531468635.651224,418823375.758192,678819706.45149,367625361.503989,288681575.355377,470900481.201735,0.000170515768525936,0.000135011307938353,0.000216953120239628,0.000161937859209811,0.000127827095318149,0.000206556186491544,0.000157389471512789,0.000124030630118017,0.00020102611458897,0.000147963660332284,0.000116189977713516,0.000189530337531097,38002995.1612903,25.6994988077064,20.3483993145234,32.6983627562775,17.0024186723321,13.421011015413,21.6870519298353,13.9849144362331,11.0207991233492,17.8622685809495,9.67358914590108,7.59628482255596,12.3911412561869
"21","Canada","North America",77970668101751.1,55810583421164.6,47881799196047.3,36190963893452.1,103511303642.591,102707844545.631,104389942114.17,67657610589.2159,67106235366.5841,68260001160.8152,55292604065.2286,54829906355.7693,55797801081.8246,37733438432.164,37399282151.5937,38097738119.566,0.00132756722704376,0.00131726259433353,0.00133883606047779,0.00121227205382624,0.00120239265123209,0.00122306553661522,0.00115477289896394,0.00114510956723396,0.00116532381862607,0.00104262043263763,0.00103338729141614,0.0010526864725606,42124739.0322581,2457.25685240031,2438.18352125528,2478.11486818306,1606.12533498202,1593.03622783742,1620.42549648897,1312.59220437869,1301.60821444572,1324.58508619118,895.754829561523,887.822287111482,904.402946933195
"22","Chile","Latin America and Caribbean",20131844453278.5,14439724366001.8,12400321857848.6,9389321954418.13,28319558642.872,28130544883.6689,28519618932.7741,18755423253.8491,18624116210.4007,18894211999.1566,15431871089.1924,15321005833.5536,15548962071.9257,10677043508.8469,10596010252.6041,10762481259.4249,0.00140670462205266,0.00139731582711925,0.00141664212630699,0.00129887681914542,0.00128978336001004,0.0013084884115685,0.00124447343110091,0.0012355329167409,0.00125391600719494,0.00113714744905758,0.00112851708611591,0.00114624690810188,20182637.4516129,1403.16441350973,1393.79924705633,1413.07690836487,929.285050024533,922.779109274063,936.161690683626,764.611222204715,759.118121716506,770.412792143928,529.021221059175,525.006222700459,533.254451269193
"23","China","East Asia and Pacific",1936068437124287,1303336313104504,1083971572380515,770436502319632,1199884291620.78,1067090392201.46,1305643606238.27,782661340052.925,695300014523.364,852214781962.354,639000441973.57,567318944326.861,696061385423.657,435293735049.673,385906415742.148,474596732317.664,0.000619753035901464,0.000551163570326289,0.000674378850046019,0.000600506049116863,0.000533477052340529,0.00065387173931524,0.000589499262024241,0.000523370684971903,0.00064213988923624,0.000564996250487989,0.000500893213886232,0.000616010184990907,1399244560.3871,857.522927435096,762.618931965867,933.106079667063,559.345637074624,496.911000555192,609.053489353276,456.675308994441,405.446596247558,497.455130524926,311.091961600515,275.796259401135,339.180687746513
"24","Colombia","Latin America and Caribbean",34742929225439.8,24742884297216,21171362875417.7,15914906722431.3,23372493084.0962,23156283446.0159,23608063604.8477,15489871856.1644,15337257954.0157,15655805705.1854,12750587269.2766,12620756349.2552,12891588431.7926,8831204001.95597,8734980660.03872,8935450865.27307,0.000672726612440674,0.00066650348609812,0.00067950699987499,0.000626033394898398,0.000619865403312798,0.000632739720928451,0.000602256328244293,0.000596123944571811,0.000608916322848595,0.000554901398794176,0.000548855284695271,0.000561451664223641,54779277.9354839,426.666687933037,422.719764091964,430.967046200427,282.76882134897,279.982842637669,285.797956731448,232.762967125882,230.392893533924,235.336954367592,161.214319260595,159.457754633537,163.117353897888
"25","Congo","Sub-Saharan Africa",579784616295.427,446815787171.862,396799023577.561,319490267991.539,106328475.489899,85651067.9898033,136459004.336006,74870214.7471408,59610155.6433899,97098300.7621914,63564711.8192577,50316015.5893079,82859447.4680429,46842697.9974629,36660767.4622154,61665906.1235044,0.000183393060977181,0.000147729114540977,0.000235361547203374,0.000167563942225575,0.00013341103281219,0.000217311705516895,0.000160193720352825,0.00012680478680531,0.000208819685897858,0.000146616979264932,0.000114747681338407,0.000193013410114694,7874846.5483871,13.5022917382024,10.8765380332835,17.3284651958018,9.50751411943074,7.56969107615171,12.3301832188817,8.07186672510804,6.38945981742507,10.5220396307296,5.94839502073308,4.6554262660171,7.83074384301934
"26","Costa Rica","Latin America and Caribbean",5677697666343.69,3985636449538.54,3386135018390.67,2510678215886.38,3246883854.67503,3187159756.21785,3312271545.85701,2165557748.82609,2124521573.85967,2210325926.47748,1788441448.21262,1753996451.49267,1825948995.8997,1246984217.45611,1222115469.33972,1273960043.84618,0.000571866281982913,0.000561347212112178,0.000583382867582317,0.000543340511921708,0.000533044496345282,0.000554572890543841,0.000528166017745687,0.000517993654111965,0.000539242819906077,0.000496672257546103,0.000486767066208148,0.00050741669553078,5491735.12903226,591.230964055469,580.355694754616,603.137527217321,394.330334210364,386.857982758183,402.482252793386,325.660543742898,319.388391880028,332.490361060342,227.065615539956,222.537220136303,231.977692644232
"27","Côte d'Ivoire","Sub-Saharan Africa",12786428325683.4,8592065928572.33,7137761072488.26,5059133920028.1,2136137756.9968,1660478029.42993,2839457625.57086,1367103385.40431,1064131517.98395,1814881223.35522,1105018110.63472,860684332.168965,1466033058.9495,737147376.877919,574840156.564311,976808148.967851,0.000167062896892485,0.000129862537616906,0.000222068082911582,0.00015911230160119,0.000123850483321509,0.000211227571860215,0.00015481298679132,0.000120581835596372,0.000205391164548806,0.000145706239156805,0.000113624222179341,0.000193078136378415,38174770.0967742,55.9567942801391,43.496739475328,74.3804774297985,35.8116992437325,27.8752567542999,47.5413792605546,28.9462937912518,22.5458943167727,38.4031928740648,19.309805272153,15.058117052364,25.5877938882569
"28","Croatia","Europe and central Asia",6345683077621.38,4455475271267.26,3785749556249.42,2807694447054.68,5427937220.01698,5361636005.04294,5498877276.88797,3662449774.29439,3615546897.65126,3712362482.67707,3042632428.63906,3002658326.87365,3085052888.84473,2146959563.91736,2117181579.19424,2178382265.03985,0.00085537477267957,0.000844926533433608,0.000866554035180271,0.000822011020443323,0.000811484000588539,0.000833213575803591,0.000803706738502117,0.000793147640185796,0.000814912038687821,0.00076466994696291,0.000754064097471575,0.000775861585410411,3733012.4516129,1454.03673048874,1436.27594993056,1473.04016479026,981.097658196125,968.533307755004,994.468282867123,815.060883958329,804.352614890505,826.42448393436,575.127887127656,567.150955598737,583.545405560769
"29","Cyprus","Europe and central Asia",2606765456591.35,1771958042772,1481255836900.29,1063912613047.79,3186402912.90191,3081918509.72823,3316100567.11088,2044044697.37293,1974105296.71932,2130724921.4874,1653848924.36462,1595909398.70874,1725600644.64542,1105100117.98077,1064338109.39299,1155502841.44478,0.00122235888343729,0.00118227687187408,0.00127211313113189,0.0011535514092508,0.00111408128695366,0.00120246917255115,0.00111651808091808,0.00107740294347017,0.00116495786997637,0.00103871324056869,0.00100039993542701,0.0010860881121943,1327254.61290323,2400.74728836842,2322.02508830379,2498.46603272092,1540.05469448081,1487.35990632662,1605.36260395936,1246.06756554946,1202.41390249747,1300.12781863372,832.621041386686,801.909519880939,870.596214329396
"30","Czech Republic","Europe and central Asia",20897893235124,14683543280182,12482744244196.9,9270066850865.1,29048977960.8604,28785581664.249,29345691346.9992,19264500112.303,19078717559.2758,19473080235.5155,15862753305.0856,15704740605.2833,16039848012.1589,10993616826.0878,10876518297.7759,11124394633.3882,0.00139004337107228,0.00137743940694786,0.00140424161501967,0.00131197897841891,0.00129932654504624,0.00132618400504174,0.00127077451838846,0.00125811602785856,0.00128496167976971,0.00118592638035419,0.00117329448349781,0.00120003391694528,10517849.3870968,2761.87430450349,2736.83151420317,2790.08476609298,1831.60068216384,1813.93713268811,1851.43174415531,1508.17460122084,1493.15131138403,1525.01214096452,1045.23428901489,1034.10097420858,1057.66818139034
"31","Democratic Republic of the Congo","Sub-Saharan Africa",6621285312790.22,4589824701491.16,3874058451676.93,2834618384474.72,1292749159.97713,1053903491.02499,1667025814.36511,834417208.488807,675010883.133494,1084134258.79365,677681774.101824,545915804.606393,884061589.789915,456882427.811197,364734674.71291,601149490.242561,0.000195241422006079,0.00015916901949372,0.000251767706059267,0.000181797184589145,0.000147066811269327,0.000236203848578668,0.000174928123195581,0.000140915737698817,0.000228200374572882,0.000161179519018699,0.000128671526548537,0.000212074222595561,148471989.870968,8.70702387097132,7.09833209577713,11.2278808670502,5.62003115344497,4.54638537356523,7.30194469499489,4.5643745644601,3.67689424167366,5.95439982018307,3.07722977383315,2.45658911845856,4.04890842215424
"32","Denmark","Europe and central Asia",14470350914506.1,10339544035918,8863433667664.37,6689552312605.18,19858371332.994,19713725585.5408,20021352871.9561,13310141808.3933,13207928693.9732,13424856184.8208,11020775954.1791,10933672123.7806,11118313755.7063,7725618302.41741,7660687972.93856,7797968869.82788,0.00137234898105246,0.00136235297277956,0.00138361211764984,0.00128730452350277,0.00127741887341365,0.001298399246445,0.00124339802918424,0.00123357070563622,0.0012544025456261,0.00115487822523788,0.00114517199581554,0.00116569368254047,6174610.64516129,3216.13336843448,3192.70747880911,3242.52880424869,2155.62447145129,2139.07069659907,2174.20286983458,1784.8535863254,1770.74681337984,1800.65017774345,1251.19116757128,1240.67547140674,1262.90859747387
"33","Dominican Republic","Latin America and Caribbean",15035772821566.6,10211034732180.7,8530080354704.26,6115840170286.9,2827496423.80103,2474082416.56689,3312598825.06592,1837040160.96411,1607104437.07796,2152222028.70987,1496579451.08315,1308996884.58954,1753506607.13888,1014676317.18032,886945919.256903,1189321772.63031,0.000188051286578725,0.000164546408483785,0.000220314503576064,0.00017990734623344,0.00015738898938548,0.000210774136525754,0.000175447286408949,0.00015345657135195,0.000205567419557992,0.000165909554358534,0.000145024378427354,0.000194465803473494,12238995.4193548,231.02357071967,202.14750735623,270.659372894883,150.097299493961,131.310159209348,175.849565668301,122.279598921694,106.952967930643,143.272102575174,82.9051962529299,72.4688496781593,97.1747869722634
"34","Ecuador","Latin America and Caribbean",6966381341410.06,5083728320354.41,4402240756632.01,3386087560466.77,4438787526.53693,4251356592.108,4654752281.67804,2949393025.66889,2816135748.93451,3102900867.43022,2432298759.5439,2318557013.17207,2563309314.39338,1692780603.34781,1607979677.39328,1790431832.34407,0.000637172630810716,0.000610267567013133,0.000668173626098952,0.000580163383999103,0.000553950874530247,0.000610359301657942,0.000552513797860697,0.000526676558904496,0.00058227376831486,0.000499922276999376,0.000474878351099586,0.000528761232653198,20114628.3548387,220.674598020557,211.356457455268,231.411299257652,146.629257754066,140.004363951227,154.260909657016,120.921884145018,115.267206148222,127.43508202958,84.1566930040048,79.9408096946753,89.0114299284764
"35","Egypt","Middle East and north Africa",87712445917051.2,60353281503992.5,50756315504728.9,36880064055088,23631624602.5095,20176847120.6892,27618518558.9502,15567555220.6343,13285265671.3968,18199494417.0181,12774688207.4771,10898697046.0599,14937239938.0278,8791759844.62716,7495646906.09841,10284600481.7076,0.000269421566750717,0.000230034026639392,0.000314875708574685,0.000257940493585332,0.00022012499304645,0.000301549376661717,0.000251686673479814,0.000214725929919883,0.000294293228133081,0.00023838786807677,0.000203243868961348,0.000278866123072493,133325236.451613,177.247948186359,151.335543500138,207.151468799184,116.763754822097,99.645543671834,136.50449758342,95.8159801360138,81.7451919540777,112.036103108273,65.9422032813563,56.2207658924255,77.1391880144172
"36","El Salvador","Latin America and Caribbean",2525270586891.01,1799795738981.85,1540775538172.3,1159650844341.58,1307831444.21836,1226436936.45083,1428699271.16889,867722198.139238,811707252.698646,950889392.16871,714754781.193609,667697401.476354,784610343.088347,495842767.476208,461811098.446044,546334957.896573,0.000517897547695472,0.000485665553155933,0.00056576086482987,0.000482122598328914,0.000450999652414907,0.000528331838760009,0.000463892866602403,0.000433351507039364,0.000509230789073318,0.000427579361404885,0.000398232882508915,0.000471120217401961,6568010.77419355,199.121391419907,186.728825304252,217.523892741225,132.1133944464,123.58494536701,144.775857540438,108.823631045485,101.658999114285,119.459356883391,75.4935983699098,70.3121712681337,83.1811908779419
"37","Estonia","Europe and central Asia",2554406614635.64,1781042645339.49,1508358560400.36,1112009587881.1,2730917004.95837,2675949821.31094,2794002503.72442,1820368043.88727,1782613660.56414,1863623291.94747,1503043052.5904,1471351435.66775,1539318655.90086,1047741443.24966,1024848263.99859,1073895472.94279,0.00106910034969038,0.00104758177730159,0.00109379708293738,0.00102207998705179,0.00100088207614161,0.00104636646226528,0.000996475965364264,0.000975465300026018,0.00102052568687135,0.000942205404223267,0.000921618190317411,0.000965725012307731,1260740.67741935,2166.12111742787,2122.5219977739,2216.15955903283,1443.88776890537,1413.94157616381,1478.19716245071,1192.19049524683,1167.0531950151,1220.96374256103,831.052302837024,812.893787242896,851.797274552115
