"","location","region","gdp_dif","gdp_dif_lower","gdp_dif_upper","gdp_dif002","gdp_dif002_lower","gdp_dif002_upper","gdp_dif003","gdp_dif003_lower","gdp_dif003_upper","gdp_dif005","gdp_dif005_lower","gdp_dif005_upper","gdp_dif_prop","gdp_dif_prop_lower","gdp_dif_prop_upper","gdp_dif_prop002","gdp_dif_prop002_lower","gdp_dif_prop002_upper","gdp_dif_prop003","gdp_dif_prop003_lower","gdp_dif_prop003_upper","gdp_dif_prop005","gdp_dif_prop005_lower","gdp_dif_prop005_upper","gdp_dif_perc","gdp_dif_perc_lower","gdp_dif_perc_upper","gdp_dif_perc002","gdp_dif_perc002_lower","gdp_dif_perc002_upper","gdp_dif_perc003","gdp_dif_perc003_lower","gdp_dif_perc003_upper","gdp_dif_perc005","gdp_dif_perc005_lower","gdp_dif_perc005_upper","inc","dea","pop","gdp_pc","le","gdp_sq","gdp_sq002","gdp_sq003","gdp_sq005","pop_m"
"44","Côte d'Ivoire","Sub-Saharan Africa",2136137756.9968,1660478029.42993,2839457625.57086,1367103385.40431,1064131517.98395,1814881223.35522,1105018110.63472,860684332.168965,1466033058.9495,737147376.877919,574840156.564311,976808148.967851,0.000167062896892485,0.000129862537616906,0.000222068082911582,0.00015911230160119,0.000123850483321509,0.000211227571860215,0.00015481298679132,0.000120581835596372,0.000205391164548806,0.000145706239156805,0.000113624222179341,0.000193078136378415,55.9567942801391,43.496739475328,74.3804774297985,35.8116992437325,27.8752567542999,47.5413792605546,28.9462937912518,22.5458943167727,38.4031928740648,19.309805272153,15.058117052364,25.5877938882569,0.0100355441630534,4.831045321089e-05,25817528,5190.27228323331,59.319,12786428325683.4,8763907247143.78,7351893904662.91,5312090616029.5,"38174770.0967742"
"45","Croatia","Europe and central Asia",5427937220.01698,5361636005.04294,5498877276.88797,3662449774.29439,3615546897.65126,3712362482.67707,3042632428.63906,3002658326.87365,3085052888.84473,2146959563.91736,2117181579.19424,2178382265.03985,0.00085537477267957,0.000844926533433608,0.000866554035180271,0.000822011020443323,0.000811484000588539,0.000833213575803591,0.000803706738502117,0.000793147640185796,0.000814912038687821,0.00076466994696291,0.000754064097471575,0.000775861585410411,1454.03673048874,1436.27594993056,1473.04016479026,981.097658196125,968.533307755004,994.468282867123,815.060883958329,804.352614890505,826.42448393436,575.127887127656,567.150955598737,583.545405560769,0.0735893720731475,0.000255376809703637,4144864,28951.4927389656,78.42439024,6345683077621.38,4544584776692.6,3899322042936.9,2948079169407.41,"3733012.4516129"
"46","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0364986279735984,0.000330416490857951,11324157,NA,77.611,NA,NA,NA,NA,"10790792.4193548"
"47","Cyprus","Europe and central Asia",3186402912.90191,3081918509.72823,3316100567.11088,2044044697.37293,1974105296.71932,2130724921.4874,1653848924.36462,1595909398.70874,1725600644.64542,1105100117.98077,1064338109.39299,1155502841.44478,0.00122235888343729,0.00118227687187408,0.00127211313113189,0.0011535514092508,0.00111408128695366,0.00120246917255115,0.00111651808091808,0.00107740294347017,0.00116495786997637,0.00103871324056869,0.00100039993542701,0.0010860881121943,2400.74728836842,2322.02508830379,2498.46603272092,1540.05469448081,1487.35990632662,1605.36260395936,1246.06756554946,1202.41390249747,1300.12781863372,832.621041386686,801.909519880939,870.596214329396,0.0618191310067566,0.000113000932765002,1223895,30079.5964653831,81.397,2606765456591.35,1807397203627.44,1525693512007.29,1117108243700.18,"1327254.61290323"
"48","Czech Republic","Europe and central Asia",29048977960.8604,28785581664.249,29345691346.9992,19264500112.303,19078717559.2758,19473080235.5155,15862753305.0856,15704740605.2833,16039848012.1589,10993616826.0878,10876518297.7759,11124394633.3882,0.00139004337107228,0.00137743940694786,0.00140424161501967,0.00131197897841891,0.00129932654504624,0.00132618400504174,0.00127077451838846,0.00125811602785856,0.00128496167976971,0.00118592638035419,0.00117329448349781,0.00120003391694528,2761.87430450349,2736.83151420317,2790.08476609298,1831.60068216384,1813.93713268811,1851.43174415531,1508.17460122084,1493.15131138403,1525.01214096452,1045.23428901489,1034.10097420858,1057.66818139034,0.055027214776163,0.000191245966595827,10535831,41477.5066152826,79.22926829,20897893235124,14977214145785.7,12857226571522.8,9733570193408.36,"10517849.3870968"
"49","Democratic People's Republic of Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00717137999425441,7.73202181740813e-05,25697648,NA,73.198,NA,NA,NA,NA,"26319105.2903226"
"50","Democratic Republic of the Congo","Sub-Saharan Africa",1292749159.97713,1053903491.02499,1667025814.36511,834417208.488807,675010883.133494,1084134258.79365,677681774.101824,545915804.606393,884061589.789915,456882427.811197,364734674.71291,601149490.242561,0.000195241422006079,0.00015916901949372,0.000251767706059267,0.000181797184589145,0.000147066811269327,0.000236203848578668,0.000174928123195581,0.000140915737698817,0.000228200374572882,0.000161179519018699,0.000128671526548537,0.000212074222595561,8.70702387097132,7.09833209577713,11.2278808670502,5.62003115344497,4.54638537356523,7.30194469499489,4.5643745644601,3.67689424167366,5.95439982018307,3.07722977383315,2.45658911845856,4.04890842215424,0.00835461402497678,3.52146384980195e-05,88481831,1076.96238182503,60.276,6621285312790.22,4681621195520.99,3990280205227.24,2976349303698.46,"148471989.870968"
"51","Denmark","Europe and central Asia",19858371332.994,19713725585.5408,20021352871.9561,13310141808.3933,13207928693.9732,13424856184.8208,11020775954.1791,10933672123.7806,11118313755.7063,7725618302.41741,7660687972.93856,7797968869.82788,0.00137234898105246,0.00136235297277956,0.00138361211764984,0.00128730452350277,0.00127741887341365,0.001298399246445,0.00124339802918424,0.00123357070563622,0.0012544025456261,0.00115487822523788,0.00114517199581554,0.00116569368254047,3216.13336843448,3192.70747880911,3242.52880424869,2155.62447145129,2139.07069659907,2174.20286983458,1784.8535863254,1770.74681337984,1800.65017774345,1251.19116757128,1240.67547140674,1262.90859747387,0.0565949678856984,0.000168520567869915,5780978,57083.7667951686,81.45121951,14470350914506.1,10546334916636.4,9129336677694.3,7024029928235.44,"6174610.64516129"
"52","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00798725451685607,4.99114920742158e-05,1065644,4805.4742090229,63.085,396406626335.6,274866075573.44,231989301347.81,169740231035.038,"1305640.06451613"
"53","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114443965804528,5.04527389464226e-05,71092,12454.004575761,73.559,33798715697.7497,24894123913.1209,21653371358.7685,16802317915.1652,"74649.8709677419"
"54","Dominican Republic","Latin America and Caribbean",2827496423.80103,2474082416.56689,3312598825.06592,1837040160.96411,1607104437.07796,2152222028.70987,1496579451.08315,1308996884.58954,1753506607.13888,1014676317.18032,886945919.256903,1189321772.63031,0.000188051286578725,0.000164546408483785,0.000220314503576064,0.00017990734623344,0.00015738898938548,0.000210774136525754,0.000175447286408949,0.00015345657135195,0.000205567419557992,0.000165909554358534,0.000145024378427354,0.000194465803473494,231.02357071967,202.14750735623,270.659372894883,150.097299493961,131.310159209348,175.849565668301,122.279598921694,106.952967930643,143.272102575174,82.9051962529299,72.4688496781593,97.1747869722634,0.0116994396651191,2.96538952443168e-05,10824418,18291.9765293617,73.577,15035772821566.6,10415255426824.3,8785982765345.38,6421632178801.24,"12238995.4193548"
"55","Ecuador","Latin America and Caribbean",4438787526.53693,4251356592.108,4654752281.67804,2949393025.66889,2816135748.93451,3102900867.43022,2432298759.5439,2318557013.17207,2563309314.39338,1692780603.34781,1607979677.39328,1790431832.34407,0.000637172630810716,0.000610267567013133,0.000668173626098952,0.000580163383999103,0.000553950874530247,0.000610359301657942,0.000552513797860697,0.000526676558904496,0.00058227376831486,0.000499922276999376,0.000474878351099586,0.000528761232653198,220.674598020557,211.356457455268,231.411299257652,146.629257754066,140.004363951227,154.260909657016,120.921884145018,115.267206148222,127.43508202958,84.1566930040048,79.9408096946753,89.0114299284764,0.0254698462503508,7.94081770408697e-05,17200318,11511.4150796514,77.297,6966381341410.06,5185402886761.5,4534307979330.97,3555391938490.1,"20114628.3548387"
"56","Egypt","Middle East and north Africa",23631624602.5095,20176847120.6892,27618518558.9502,15567555220.6343,13285265671.3968,18199494417.0181,12774688207.4771,10898697046.0599,14937239938.0278,8791759844.62716,7495646906.09841,10284600481.7076,0.000269421566750717,0.000230034026639392,0.000314875708574685,0.000257940493585332,0.00022012499304645,0.000301549376661717,0.000251686673479814,0.000214725929919883,0.000294293228133081,0.00023838786807677,0.000203243868961348,0.000278866123072493,177.247948186359,151.335543500138,207.151468799184,116.763754822097,99.645543671834,136.50449758342,95.8159801360138,81.7451919540777,112.036103108273,65.9422032813563,56.2207658924255,77.1391880144172,0.0130047532191645,2.49107958447249e-05,104698623,11843.517750945,71.358,87712445917051.2,61560347134072.3,52279004969870.8,38724067257842.4,"133325236.451613"
"57","El Salvador","Latin America and Caribbean",1307831444.21836,1226436936.45083,1428699271.16889,867722198.139238,811707252.698646,950889392.16871,714754781.193609,667697401.476354,784610343.088347,495842767.476208,461811098.446044,546334957.896573,0.000517897547695472,0.000485665553155933,0.00056576086482987,0.000482122598328914,0.000450999652414907,0.000528331838760009,0.000463892866602403,0.000433351507039364,0.000509230789073318,0.000427579361404885,0.000398232882508915,0.000471120217401961,199.121391419907,186.728825304252,217.523892741225,132.1133944464,123.58494536701,144.775857540438,108.823631045485,101.658999114285,119.459356883391,75.4935983699098,70.3121712681337,83.1811908779419,0.0242724396162454,6.35082394002133e-05,6279512,9016.67621815198,72.559,2525270586891.01,1835791653761.49,1586998804317.46,1217633386558.66,"6568010.77419355"
"58","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00880160996818214,2.54421035415007e-05,1527688,16509.7832587544,61.644,401959244514.866,330901500398.107,303213523071.429,259014324140.436,"2180750.06451613"
"59","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00774071974623338,5.03893213875221e-05,3473983,NA,67.3,NA,NA,NA,NA,"4685833.96774194"
"60","Estonia","Europe and central Asia",2730917004.95837,2675949821.31094,2794002503.72442,1820368043.88727,1782613660.56414,1863623291.94747,1503043052.5904,1471351435.66775,1539318655.90086,1047741443.24966,1024848263.99859,1073895472.94279,0.00106910034969038,0.00104758177730159,0.00109379708293738,0.00102207998705179,0.00100088207614161,0.00104636646226528,0.000996475965364264,0.000975465300026018,0.00102052568687135,0.000942205404223267,0.000921618190317411,0.000965725012307731,2166.12111742787,2122.5219977739,2216.15955903283,1443.88776890537,1413.94157616381,1478.19716245071,1192.19049524683,1167.0531950151,1220.96374256103,831.052302837024,812.893787242896,851.797274552115,0.0442954426120342,0.000109784980790392,1324991,36205.465957882,78.64634146,2554406614635.64,1816663498246.28,1553609317212.37,1167610067275.16,"1260740.67741935"
"61","Eswatini","Sub-Saharan Africa",105742155.423573,91133133.3703709,127021450.403471,69862241.6052985,59761451.4447954,84570335.4503513,57435857.9091076,48933496.3630366,69814570.0325048,39709590.5211277,33541313.5583421,48687580.0777159,0.000226754819080045,0.000195427046922001,0.000272386409092462,0.000209530491177804,0.000179236251042033,0.000253642933848258,0.00020092610831237,0.000171182556477203,0.000244230179034345,0.000184092912768199,0.000155496897096972,0.000225714703035601,75.741349101983,65.2771493234009,90.9833545562923,50.0411629522579,42.8061347774682,60.5763262093379,41.1403507658764,35.0502504508919,50.0070165966938,28.443319944725,24.025085637654,34.8741047014344,0.00956681882803734,2.39152681604436e-05,1165004,8534.89911965967,60.549,466328150610.31,340091248948.273,294431291897.664,226489273379.495,"1396095.48387097"
"62","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00758453028469014,5.40217006811068e-05,112602827,2211.31215471171,65.838,31828309715142.1,21311072772251.1,17660033259365.1,12443981871739.3,"164117222.83871"
"63","Fiji","East Asia and Pacific",109009378.546692,92140366.7849979,132380792.682495,72699646.2829955,61265331.2308869,88530140.5081136,60043134.368476,50517427.2922892,73226158.8103425,41877662.6825767,35112398.1356264,51232841.6072207,0.000194979719923632,0.000164806947337145,0.000236783020182483,0.000184088652390876,0.000155134898740389,0.000224174326772832,0.00017843666491222,0.0001501280927585,0.000217614081940902,0.000166962995303991,0.000139990409910569,0.000204261368584819,107.781479776746,91.1024832143728,130.889634631083,71.8807460430666,60.5752289125207,87.532923093591,59.3667990676269,49.9483910528388,72.4013278505681,41.4059461093635,34.71688656538,50.655746828505,0.0104114004402225,3.27598627002728e-05,918838,13236.170655763,67.893,559080598686.817,402814829950.544,346590362636.255,263361026415.74,"1011392.48387097"
"64","Finland","Europe and central Asia",20329286627.6849,20173966031.106,20492115615.3249,13661304568.6183,13551035047.5934,13776412173.044,11325672161.4754,11231520444.8772,11423739580.2051,7958005619.80947,7887610814.67108,8031006221.3398,0.00188073360986828,0.00186636435669965,0.00189579749062926,0.00176125619436952,0.00174703991831918,0.00177609621058433,0.00169966874196735,0.001685539185026,0.00171438593701271,0.00157573050957591,0.00156179193658771,0.00159018504511461,3672.10052154556,3644.04479808857,3701.51249361256,2467.65587746198,2447.73777737899,2488.44788566112,2045.76812815315,2028.76140411229,2063.48214960698,1437.46296277651,1424.74747475192,1450.64913855641,0.0932752376116379,0.00025915205843197,5517858,48569.571743238,81.98292683,10809232376672.8,7911700015328.47,6863362276591.06,5302877522533.25,"5536146.5483871"
"65","France","Europe and central Asia",222226524360.169,220362755944.81,224198185397.13,147886696323.031,146563046569.613,149282501517.928,121995675999.137,120865344327.172,123185587071.963,84870904391.9902,84025658948.0894,85757534187.2137,0.00183394914244819,0.00181856818602586,0.00185022049474668,0.00169593004752615,0.00168075074171274,0.00171193681506762,0.00162638583754774,0.0016113168163881,0.00164224914172583,0.00148936887391308,0.00147453596664078,0.00150492802023242,3386.51139171547,3358.10941320141,3416.55754656353,2253.64628827753,2233.47518142385,2274.91697235426,1859.0928679671,1841.86773656325,1877.22593023253,1293.34824173754,1280.46754114248,1306.85959872071,0.0839253287650087,0.000282287706630381,64341757,48024.799820123,82.82682927,121173766063934,88944960005589.9,77260600392692.7,59833699476648.6,"65621076.8709677"
"66","Gabon","Sub-Saharan Africa",336851876.901196,289575052.588402,406456155.364391,223950497.224075,192057147.206077,270906115.646643,184655498.664966,158155661.004026,223670267.394431,128342845.922124,109629183.619814,155893887.178331,0.000245390188878412,0.000210949921083524,0.00029609558258426,0.000227273284092795,0.000194906727692347,0.000274925590016578,0.000218139929511367,0.000186834754408467,0.00026422942569252,0.000200123121931763,0.00017094318209322,0.000243083057478217,112.315729826254,96.552329380317,135.523720847532,74.6712880808804,64.0371633230531,90.3275896015655,61.5692490413816,52.7334704358233,74.5778517072283,42.7930535531793,36.5534011025489,51.9793325035316,0.0100180267098773,4.52854195979183e-05,2217576,14642.585008135,66.603,1372719416537.48,1005087369069.26,871895228218.656,673385398535.707,"2999151.38709677"
"67","Gambia","Sub-Saharan Africa",62714517.7586069,42467570.0586491,92323804.3450022,41154664.8456858,27929729.5530229,60477409.5446198,33711512.0535527,22903331.7685665,49495081.829884,23127448.9264512,15745826.0015471,33894777.6795436,0.000163759548341156,0.000110890912351731,0.000241075033995616,0.000156822652567118,0.000106428136164167,0.000230453286905323,0.000153075493714119,0.000103998266604067,0.000224744712592379,0.000145155430950618,9.8825952062268e-05,0.000212734706568629,17.4744541491899,11.8329476545409,25.7246351174264,11.467126425803,7.78219774171176,16.8511176984089,9.39320420109302,6.38166783636909,13.7910577798872,6.44411470097829,4.38733684542118,9.44426840269985,0.00948066693003778,6.88460915748033e-05,2476718,2110.36487803618,63.755,382967090431.609,267676623596.413,226834854963.832,167295300036.243,"3588925.70967742"
"68","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0424037718634631,0.000128018936433426,3772438,14781.5427654477,73.47,3828918050447.59,2696372181604.88,2293515196375.41,1703839991260.46,"3593227"
"69","Germany","Europe and central Asia",333144503986.038,331354135386.649,335206162113.369,223794854456.151,222509801637.235,225268396541.122,185511466414.352,184407762572.413,186774158767.704,130333927638.972,129498473011.436,131285103694.54,0.00192811810067394,0.00191775610441689,0.00194005022113563,0.00179766245406862,0.0017873400933974,0.00180949888027726,0.00173118699599425,0.00172088726748945,0.00174297040013802,0.00159880204452589,0.00158855354982608,0.00161047009021357,4071.26018624003,4049.38062253666,4096.45509881104,2734.93054794893,2719.22629854283,2752.93826877731,2267.0806159702,2253.59257863108,2282.51160475784,1592.77227798743,1582.56243474583,1604.39631848279,0.065418248305962,0.000263399825722456,83028627,53957.2935488865,81.29268293,172782208657028,126981987652149,110373293496838,85595727431974,"81828350.1290323"
"70","Ghana","Sub-Saharan Africa",2784107299.45486,2191520379.44312,3632909523.46896,1792932152.45306,1408000286.06539,2343794997.08362,1454107860.05378,1140423625.23673,1902773424.24145,977072705.341178,764089273.067362,1281336932.19503,0.000219057740962669,0.000172432112687776,0.000285842773907709,0.000208330410824335,0.000163603111046592,0.000272338121641909,0.000202532223479896,0.000158841402947685,0.000265023622371331,0.000190276593367703,0.000148799882663077,0.000249529461913646,66.5077744195055,52.351841130653,86.7842726897258,42.8302196428187,33.6348262965913,55.9894329439548,34.7362609038175,27.2428570640112,45.4541481557335,23.3406704874525,18.2528442849449,30.609045728408,0.0100098303291912,6.02795065439617e-05,31195334,5417.47685727616,64.74,12709467774203.5,8778318961047.73,7395026184581.73,5391763235037.89,"41861381.2258065"
"71","Greece","Europe and central Asia",5947765062.64697,5884765854.84796,6018317336.40997,3984062200.33121,3937346459.56958,4036111509.57517,3298797156.59567,3258043494.51311,3344080725.97696,2314041496.22279,2282277012.00452,2349140704.02235,0.00049077892652817,0.000485580556510178,0.000496600536631599,0.000452793794960138,0.00044748449091813,0.00045870926592233,0.000434017210748218,0.000428655319760321,0.000439975094044041,0.000397665331795745,0.000392206642236116,0.000403697089712862,603.014899715022,596.627717206482,610.167850754573,403.924641085598,399.188359905394,409.201666768925,334.448959502019,330.317144409309,339.040039808921,234.609384547577,231.388938369285,238.167922090401,0.0434094235490294,0.000131175129863824,10604702,30080.9961468036,81.63902439,12119031077235.1,8974821407823.37,7828632107551.72,6110021107602.94,"9863379.93548387"
"72","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0575291300400724,0.000155761776892282,55927,NA,71.94439024,NA,NA,NA,NA,"56190.935483871"
"73","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0148786382398191,6.77098059616002e-05,122288,15448.9155926992,74.863,89777492760.2266,64356026914.1847,55243025850.293,41801016126.2252,"131471.709677419"
"74","Guam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0147450268800262,3.69948756823276e-05,168672,NA,77.717,NA,NA,NA,NA,"184178.741935484"
"75","Guatemala","Latin America and Caribbean",4078259357.02686,3926206736.86481,4250009268.9639,2695419190.25497,2591643338.53182,2812490297.77115,2215902312.32409,2129119394.73018,2313742002.5357,1531204105.60037,1469057085.12,1601183265.65406,0.000510291462630649,0.00049126590610109,0.000531781639222294,0.000480745202550792,0.000462236117568056,0.000501625581194378,0.00046534774644558,0.000447123010225172,0.000485894446135222,0.000433986326131418,0.000416372111932512,0.000453820389053784,193.594077531469,186.376172989474,201.747008195447,127.950957998523,123.024741069782,133.508297804814,105.188396935836,101.068830864558,109.832825579112,72.6859231807676,69.7358177441194,76.0078185657873,0.0279921534067131,6.42343581205326e-05,16981503,8479.81477257932,73.129,7992019572506,5718887176559.18,4904674835382.97,3704642782670.38,"21066033.6774194"
"76","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00942745251140226,6.06657208305437e-05,12713491,2577.98131174199,59.72,3698947042692.77,2489150837588.46,2068362997956.11,1466028698217.14,"18242977.0967742"
"77","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00894330370661118,5.19588969080591e-05,1947610,1912.71054625926,60.882,242392483097.238,170744700700.675,145270839816.151,108000570028.583,"2706682"
"78","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0191560412691427,8.81163249619553e-05,805664,12710.5287104798,69.124,3850411158321.82,2660410628166.42,2237975975779.02,1621159159316.86,"853036.193548387"
"79","Haiti","Latin America and Caribbean",153888379.296116,109616155.874783,219163057.556293,103924105.670474,73538382.6221289,148651675.1996,86418298.0989685,60938716.5487755,123885624.310393,61158301.144437,42817408.9637792,88061868.9292876,0.000133942869743997,9.54087797618663e-05,0.000190757281382971,0.000124195786842677,8.78829529873742e-05,0.000177648021580634,0.000119345873717336,8.41579217563126e-05,0.000171089206795175,0.000109895145814164,7.69384582862501e-05,0.000158238076361807,11.6225653207873,8.27886379527567,16.5524971021367,7.84896632276098,5.55405586516767,11.2270582935135,6.52682365725505,4.60245417420521,9.35657888815257,4.61903850837123,3.23382528833317,6.6509558979226,0.00934284130248781,3.82514285012606e-05,11086368,3133.08974661494,64.255,1148910573517.21,853511946569.977,745822576595.776,584340788903.002,"13240483.0645161"
"80","Honduras","Latin America and Caribbean",888249541.486618,771487157.69471,1058264486.48347,588713610.970857,508903390.956013,704955211.479275,484645330.229006,417845660.222767,581952110.557058,335776257.349306,287846714.391604,405618314.970749,0.000285278182943596,0.000247777729378971,0.00033988170629671,0.000270975494134138,0.000234240121616061,0.000324479650568991,0.000263366717992503,0.000227066337579857,0.000316245319672843,0.00024756691341657,0.000212228592877839,0.000299061270904793,72.2646992156819,62.7653432910998,86.0964866678945,47.8955631654867,41.4024986894191,57.3525500872377,39.428952540373,33.9943783185518,47.3454724862029,27.3175150763425,23.4181446363797,32.9996067081274,0.0171850749787863,3.28507150152174e-05,9875868,5660.81744500838,72.881,3113625908302.42,2216022836710.91,1895397770610.06,1424120312973.83,"12291610.5806452"
"81","Hungary","Europe and central Asia",15969185231.794,15773857102.9667,16175624777.7717,10701651323.3704,10566180640.0854,10844044386.6411,8859896543.5592,8745606503.5512,8979676481.61581,6208915064.88071,6125501900.53215,6295805489.34787,0.000892449809466572,0.000881533751519651,0.000903986837235989,0.000859966019301856,0.000849079831673757,0.000871408477301743,0.000841874993456183,0.000831015055508738,0.000853256586240232,0.000802737478959464,0.000791953167600475,0.000813971357914744,1690.1660587118,1669.49268252738,1712.01545858555,1132.65439509821,1118.3162840728,1147.72516540006,937.724511567925,925.628143239393,950.401926406524,657.14670797308,648.318323983207,666.343122450699,0.0547024428133712,0.000195490038246306,9773471,32639.3765326566,76.3195122,17893650782825.5,12693157758372.2,10839725031387.2,8121410783728.9,"9448293.64516129"
"82","Iceland","Europe and central Asia",1029037320.58252,1008563188.47221,1050797893.98042,676916715.310092,663234454.345494,691448838.446943,555063130.86228,543733905.951335,567090870.542521,381445504.090965,373476357.872799,389897091.721935,0.000918268668869811,0.00089999843351182,0.000937686869131607,0.000869547207153241,0.000851971379078353,0.000888214743058108,0.000843571357595983,0.000826353478930921,0.000861850821906845,0.000789555633744434,0.000773060264877311,0.000807049610096364,2612.96294681615,2560.97440616519,2668.21805841696,1718.84756734042,1684.1051530333,1755.74797759344,1409.4332295605,1380.665716161,1439.97443296469,968.578056872694,948.342557761699,990.038585932022,0.0609317970166799,0.000144205567993574,357209,57146.8905374725,83.16341463,1120627715469.2,794039753030.469,677731669810.87,507269864437.638,"393820.096774194"
"83","India","South Asia",299332289065.234,259238441463.863,346352137187.205,196300632671.348,170180383841.427,226894544956.38,160727971112.945,139412532233.178,185677226809.733,110147558741.422,95637237703.7402,127106996175.126,0.000373174329995002,0.000323189763470998,0.000431793466521096,0.000363318311455243,0.000314974276234704,0.000419942319238332,0.000357650941028998,0.000310219951133421,0.000413167878847239,0.000344956750666485,0.000299513771689195,0.000398069797356842,193.139238066231,167.269342101935,223.478021993041,126.659755766612,109.806094663543,146.399974660633,103.707080761742,89.953644281028,119.805177798468,71.0709012937039,61.7083552146756,82.0136994602715,0.0278674609462937,0.000170505249601762,1376257714,6648.46409718289,70.91,802124543425169,551105295306429,462880958092909,335273730561986,"1549826395"
"84","Indonesia","East Asia and Pacific",60279306140.4585,49244035542.6958,77176313931.6055,39206377736.6664,31968842973.3458,50331392838.9533,31962502189.4162,26035598394.2031,41093021425.4777,21707346743.1142,17643445612.1687,27998854929.7762,0.000271208667036965,0.000221558775211109,0.00034723168809285,0.000257530420867957,0.000209990059293027,0.000330606027104718,0.000250220203216962,0.000203821111453218,0.000321698974346471,0.00023494207478375,0.000190957824901934,0.000303036070995526,202.44405645711,165.382831188402,259.191537777757,131.672022393656,107.365241343093,169.034648635665,107.343946240312,87.4388324731074,138.008190241411,72.9026860288883,59.2543432946136,94.0322994914776,0.0128311941050497,6.96684813271821e-05,268339908,11925.1736495341,70.518,222261724888912,155284587959043,131569620805372,97014185735991.5,"297757845.774194"
"85","Iran (Islamic Republic of)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0207356468069189,3.42370436761293e-05,86138242,14163.2795338451,76.103,53629703767941.1,39461934283048.2,34315401382906.9,26625112860318.1,"94106095.5806452"
